"year","name_of_company","statistical_region","name_of_municipality","waste_code","type_of_waste","waste_category","total_waste_received"
2019,"SAUBERMACHER SLOVENIJA storitve pri varstvu okolja, trgovina in transport d.o.o.","PODRAVSKA","SV. TROJICA V SLOV. GORICAH","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",108.828
2019,"SAUBERMACHER SLOVENIJA storitve pri varstvu okolja, trgovina in transport d.o.o.","PODRAVSKA","SV. TROJICA V SLOV. GORICAH","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",0.4
2019,"SAUBERMACHER SLOVENIJA storitve pri varstvu okolja, trgovina in transport d.o.o.","PODRAVSKA","ŠENTILJ","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",6.79
2019,"SAUBERMACHER SLOVENIJA storitve pri varstvu okolja, trgovina in transport d.o.o.","PODRAVSKA","ŠENTILJ","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",14.92
2019,"SAUBERMACHER SLOVENIJA storitve pri varstvu okolja, trgovina in transport d.o.o.","POMURSKA","GORNJA RADGONA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",43.469
2019,"SAUBERMACHER SLOVENIJA storitve pri varstvu okolja, trgovina in transport d.o.o.","POMURSKA","GORNJA RADGONA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",3.6
2019,"SAUBERMACHER SLOVENIJA storitve pri varstvu okolja, trgovina in transport d.o.o.","POMURSKA","LENDAVA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",1.6
2019,"SAUBERMACHER SLOVENIJA storitve pri varstvu okolja, trgovina in transport d.o.o.","POMURSKA","LENDAVA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",0.64
2019,"SAUBERMACHER SLOVENIJA storitve pri varstvu okolja, trgovina in transport d.o.o.","POMURSKA","LJUTOMER","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",0.08
2019,"SAUBERMACHER SLOVENIJA storitve pri varstvu okolja, trgovina in transport d.o.o.","POMURSKA","LJUTOMER","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",0.52
2019,"SAUBERMACHER SLOVENIJA storitve pri varstvu okolja, trgovina in transport d.o.o.","POMURSKA","MURSKA SOBOTA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",71.6
2019,"SAUBERMACHER SLOVENIJA storitve pri varstvu okolja, trgovina in transport d.o.o.","POMURSKA","MURSKA SOBOTA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",26.32
2019,"SAUBERMACHER SLOVENIJA storitve pri varstvu okolja, trgovina in transport d.o.o.","POMURSKA","MURSKA SOBOTA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",3
2019,"SAUBERMACHER SLOVENIJA storitve pri varstvu okolja, trgovina in transport d.o.o.","POMURSKA","PUCONCI","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",314.88
2019,"SAUBERMACHER SLOVENIJA storitve pri varstvu okolja, trgovina in transport d.o.o.","POMURSKA","RADENCI","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",81.16
2019,"SAUBERMACHER SLOVENIJA storitve pri varstvu okolja, trgovina in transport d.o.o.","POMURSKA","RADENCI","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",19.58
2019,"SAUBERMACHER SLOVENIJA storitve pri varstvu okolja, trgovina in transport d.o.o.","POMURSKA","SVETI JURIJ OB ŠČAVNICI","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",0.56
2019,"SAUBERMACHER SLOVENIJA storitve pri varstvu okolja, trgovina in transport d.o.o.","POMURSKA","SVETI JURIJ OB ŠČAVNICI","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",5.5
2019,"SAUBERMACHER SLOVENIJA storitve pri varstvu okolja, trgovina in transport d.o.o.","POMURSKA","VERŽEJ","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",4.46
2019,"SAUBERMACHER SLOVENIJA storitve pri varstvu okolja, trgovina in transport d.o.o.","PRIMORSKONOTRANJSKA","CERKNICA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",7.09
2019,"SAUBERMACHER SLOVENIJA storitve pri varstvu okolja, trgovina in transport d.o.o.","PRIMORSKONOTRANJSKA","ILIRSKA BISTRICA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",15.334
2019,"SAUBERMACHER SLOVENIJA storitve pri varstvu okolja, trgovina in transport d.o.o.","PRIMORSKONOTRANJSKA","PIVKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",187.19
2019,"SAUBERMACHER SLOVENIJA storitve pri varstvu okolja, trgovina in transport d.o.o.","SAVINJSKA","CELJE","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",11.633
2019,"SAUBERMACHER SLOVENIJA storitve pri varstvu okolja, trgovina in transport d.o.o.","SAVINJSKA","LAŠKO","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",0.15
2019,"SAUBERMACHER SLOVENIJA storitve pri varstvu okolja, trgovina in transport d.o.o.","SAVINJSKA","NAZARJE","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",851.48
2019,"SAUBERMACHER SLOVENIJA storitve pri varstvu okolja, trgovina in transport d.o.o.","SAVINJSKA","PODČETRTEK","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",0.86
2019,"SAUBERMACHER SLOVENIJA storitve pri varstvu okolja, trgovina in transport d.o.o.","SAVINJSKA","VELENJE","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",26.32
2019,"SAUBERMACHER SLOVENIJA storitve pri varstvu okolja, trgovina in transport d.o.o.","SAVINJSKA","VELENJE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",1.18
2019,"SAUBERMACHER SLOVENIJA storitve pri varstvu okolja, trgovina in transport d.o.o.","SAVINJSKA","ZREČE","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",2.12
2019,"SAUBERMACHER SLOVENIJA storitve pri varstvu okolja, trgovina in transport d.o.o.","SAVINJSKA","ZREČE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",4.12
2019,"SAUBERMACHER SLOVENIJA storitve pri varstvu okolja, trgovina in transport d.o.o.","ZASAVSKA","ZAGORJE OB SAVI","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",1.68
2019,"SNAGA Javno podjetje d.o.o.","GORENJSKA","CERKLJE NA GORENJSKEM","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",46.34
2019,"SNAGA Javno podjetje d.o.o.","GORENJSKA","CERKLJE NA GORENJSKEM","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",18.52
2019,"SNAGA Javno podjetje d.o.o.","GORENJSKA","GORENJA VAS-POLJANE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",25.36
2019,"SNAGA Javno podjetje d.o.o.","GORENJSKA","KRANJ","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",175.198
2019,"SNAGA Javno podjetje d.o.o.","GORENJSKA","NAKLO","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",10.171
2019,"SNAGA Javno podjetje d.o.o.","GORENJSKA","PREDDVOR","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",2.491
2019,"SNAGA Javno podjetje d.o.o.","GORENJSKA","ŠENČUR","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",19.72
2019,"SNAGA Javno podjetje d.o.o.","GORENJSKA","ŽIRI","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",12.22
2019,"SNAGA Javno podjetje d.o.o.","GORIŠKA","CERKNO","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",19.554
2019,"SNAGA Javno podjetje d.o.o.","GORIŠKA","IDRIJA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",57.886
2019,"SNAGA Javno podjetje d.o.o.","JUGOVZHODNA SLOVENIJA","DOLENJSKE TOPLICE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",6.36
2019,"SNAGA Javno podjetje d.o.o.","JUGOVZHODNA SLOVENIJA","LOŠKI POTOK","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",21.613
2019,"SNAGA Javno podjetje d.o.o.","JUGOVZHODNA SLOVENIJA","METLIKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",23.408
2019,"SNAGA Javno podjetje d.o.o.","JUGOVZHODNA SLOVENIJA","NOVO MESTO","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",87.894
2019,"SNAGA Javno podjetje d.o.o.","JUGOVZHODNA SLOVENIJA","RIBNICA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",57.247
2019,"SNAGA Javno podjetje d.o.o.","JUGOVZHODNA SLOVENIJA","SEMIČ","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",11.668
2019,"SNAGA Javno podjetje d.o.o.","JUGOVZHODNA SLOVENIJA","SODRAŽICA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",11.34
2019,"SNAGA Javno podjetje d.o.o.","JUGOVZHODNA SLOVENIJA","STRAŽA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",0.374
2019,"SNAGA Javno podjetje d.o.o.","JUGOVZHODNA SLOVENIJA","ČRNOMELJ","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",42.825
2019,"SNAGA Javno podjetje d.o.o.","JUGOVZHODNA SLOVENIJA","ŠMARJEŠKE TOPLICE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",0.178
2019,"SNAGA Javno podjetje d.o.o.","JUGOVZHODNA SLOVENIJA","ŽUŽEMBERK","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",5.433
2019,"SNAGA Javno podjetje d.o.o.","OBALNOKRAŠKA","IZOLA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",116.88
2019,"SNAGA Javno podjetje d.o.o.","OBALNOKRAŠKA","PIRAN","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",85.26
2019,"SNAGA Javno podjetje d.o.o.","OSREDNJESLOVENSKA","BOROVNICA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",13.975
2019,"SNAGA Javno podjetje d.o.o.","OSREDNJESLOVENSKA","BREZOVICA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",28.54
2019,"SNAGA Javno podjetje d.o.o.","OSREDNJESLOVENSKA","BREZOVICA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",61.74
2019,"SNAGA Javno podjetje d.o.o.","OSREDNJESLOVENSKA","DOBREPOLJE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",0.521
2019,"SNAGA Javno podjetje d.o.o.","OSREDNJESLOVENSKA","DOBROVA-POLHOV GRADEC","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",8.38
2019,"SNAGA Javno podjetje d.o.o.","OSREDNJESLOVENSKA","DOL PRI LJUBLJANI","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",3.48
2019,"SNAGA Javno podjetje d.o.o.","OSREDNJESLOVENSKA","DOMŽALE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",276.348
2019,"SNAGA Javno podjetje d.o.o.","OSREDNJESLOVENSKA","GROSUPLJE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",6.044
2019,"SNAGA Javno podjetje d.o.o.","OSREDNJESLOVENSKA","HORJUL","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",47.1
2019,"SNAGA Javno podjetje d.o.o.","OSREDNJESLOVENSKA","IG","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",20.68
2019,"SNAGA Javno podjetje d.o.o.","OSREDNJESLOVENSKA","IG","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",57.32
2019,"SNAGA Javno podjetje d.o.o.","OSREDNJESLOVENSKA","IVANČNA GORICA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",3.855
2019,"SNAGA Javno podjetje d.o.o.","OSREDNJESLOVENSKA","LJUBLJANA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",1452.42
2019,"SNAGA Javno podjetje d.o.o.","OSREDNJESLOVENSKA","LJUBLJANA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",1747.2
2019,"SNAGA Javno podjetje d.o.o.","OSREDNJESLOVENSKA","LOG-DRAGOMER","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",11.905
2019,"SNAGA Javno podjetje d.o.o.","OSREDNJESLOVENSKA","LUKOVICA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",36.846
2019,"SNAGA Javno podjetje d.o.o.","OSREDNJESLOVENSKA","MEDVODE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",49.2
2019,"SNAGA Javno podjetje d.o.o.","OSREDNJESLOVENSKA","MEDVODE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",60.72
2019,"SNAGA Javno podjetje d.o.o.","OSREDNJESLOVENSKA","MENGEŠ","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",55.27
2019,"SNAGA Javno podjetje d.o.o.","OSREDNJESLOVENSKA","MORAVČE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",36.846
2019,"SNAGA Javno podjetje d.o.o.","OSREDNJESLOVENSKA","TRZIN","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",55.27
2019,"SNAGA Javno podjetje d.o.o.","OSREDNJESLOVENSKA","VELIKE LAŠČE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",14.5
2019,"SNAGA Javno podjetje d.o.o.","OSREDNJESLOVENSKA","VELIKE LAŠČE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",19.5
2019,"SNAGA Javno podjetje d.o.o.","OSREDNJESLOVENSKA","VODICE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",18.52
2019,"SNAGA Javno podjetje d.o.o.","OSREDNJESLOVENSKA","VODICE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",29.96
2019,"SNAGA Javno podjetje d.o.o.","OSREDNJESLOVENSKA","VRHNIKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",25.88
2019,"SNAGA Javno podjetje d.o.o.","OSREDNJESLOVENSKA","ŠKOFLJICA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",23.88
2019,"SNAGA Javno podjetje d.o.o.","OSREDNJESLOVENSKA","ŠKOFLJICA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",16.54
2019,"SNAGA Javno podjetje d.o.o.","OSREDNJESLOVENSKA","ŠMARTNO PRI LITIJI","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",52.94
2019,"SNAGA, družba za ravnanje z odpadki in druge komunalne storitve, d.o.o.","PODRAVSKA","KUNGOTA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",121.59
2019,"SNAGA, družba za ravnanje z odpadki in druge komunalne storitve, d.o.o.","PODRAVSKA","LOVRENC NA POHORJU","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",87.48
2019,"SNAGA, družba za ravnanje z odpadki in druge komunalne storitve, d.o.o.","PODRAVSKA","MARIBOR","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",1481.915
2019,"SNAGA, družba za ravnanje z odpadki in druge komunalne storitve, d.o.o.","PODRAVSKA","MIKLAVŽ NA DRAVSKEM POLJU","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",84.17
2019,"SNAGA, družba za ravnanje z odpadki in druge komunalne storitve, d.o.o.","PODRAVSKA","PESNICA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",153.15
2019,"SNAGA, družba za ravnanje z odpadki in druge komunalne storitve, d.o.o.","PODRAVSKA","RUŠE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",201.45
2019,"SNAGA, družba za ravnanje z odpadki in druge komunalne storitve, d.o.o.","PODRAVSKA","SELNICA OB DRAVI","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",119.815
2019,"SNAGA, družba za ravnanje z odpadki in druge komunalne storitve, d.o.o.","PODRAVSKA","STARŠE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",121.57
