"MATIČNA ŠTEVILKA","NAZIV","SKD","STATISTIČNA REGIJA","ŠT. ODPADKA","PO OBDELAVI NASTALI ODPADKI IN ODPADKI ODDANI DRUGIM BREZ OBDELAVE  (kg)","ODDANO KOMU","POSTOPEK OBDELAVE, ČE SO ODPADKI POSLANI V OBDELAVO V TUJINO","PRIDOBLJENI PODATKI                 ( 1-poročilo oddano,                    2-podatki ARSO)"
"2371162000","ACŠ AVTOMOBILI, družba za prodajo avtomobilov in rezervnih delov, d.o.o.","45.320","PODRAVSKA","13 02 05*",440,"2.drug izvajalec obdelave v RS",NA,1
"2371162000","ACŠ AVTOMOBILI, družba za prodajo avtomobilov in rezervnih delov, d.o.o.","45.320","PODRAVSKA","16 01 03",3600,"1-drug zbiralec v RS",NA,1
"2371162000","ACŠ AVTOMOBILI, družba za prodajo avtomobilov in rezervnih delov, d.o.o.","45.320","PODRAVSKA","16 01 06",58660,"2.drug izvajalec obdelave v RS",NA,1
"2371162000","ACŠ AVTOMOBILI, družba za prodajo avtomobilov in rezervnih delov, d.o.o.","45.320","PODRAVSKA","16 01 17",19060,"2.drug izvajalec obdelave v RS",NA,1
"2371162000","ACŠ AVTOMOBILI, družba za prodajo avtomobilov in rezervnih delov, d.o.o.","45.320","PODRAVSKA","16 01 18",3000,"2.drug izvajalec obdelave v RS",NA,1
"2371162000","ACŠ AVTOMOBILI, družba za prodajo avtomobilov in rezervnih delov, d.o.o.","45.320","PODRAVSKA","16 06 01*",700,"2.drug izvajalec obdelave v RS",NA,1
"2272598000","ADRIA TERMINALI, logistične storitve, d.o.o.","52.100","OBALNO-KRAŠKA","15 01 02",159900,"2.drug izvajalec obdelave v RS",NA,1
"2272598000","ADRIA TERMINALI, logistične storitve, d.o.o.","52.100","OBALNO-KRAŠKA","15 01 02",65740,"2.drug izvajalec obdelave v RS",NA,1
"2272598000","ADRIA TERMINALI, logistične storitve, d.o.o.","52.100","OBALNO-KRAŠKA","15 01 02",12995800,"4-tretja država (izven EU)","R_13",1
"2272598000","ADRIA TERMINALI, logistične storitve, d.o.o.","52.100","OBALNO-KRAŠKA","15 01 02",989080,"3-druga država clanica EU","R_13",1
"2272598000","ADRIA TERMINALI, logistične storitve, d.o.o.","52.100","OBALNO-KRAŠKA","19 12 04",158680,"3-druga država clanica EU","R_13",1
"2272598000","ADRIA TERMINALI, logistične storitve, d.o.o.","52.100","OBALNO-KRAŠKA","19 12 04",16840,"1-drug zbiralec v RS",NA,1
"2272598000","ADRIA TERMINALI, logistične storitve, d.o.o.","52.100","OBALNO-KRAŠKA","19 12 04",746670,"4-tretja država (izven EU)","R_13",1
"2272598000","ADRIA TERMINALI, logistične storitve, d.o.o.","52.100","OBALNO-KRAŠKA","19 12 04",25940,"2.drug izvajalec obdelave v RS",NA,1
"2272598000","ADRIA TERMINALI, logistične storitve, d.o.o.","52.100","OBALNO-KRAŠKA","19 12 04",306540,"2.drug izvajalec obdelave v RS",NA,1
"2272598000","ADRIA TERMINALI, logistične storitve, d.o.o.","52.100","OBALNO-KRAŠKA","19 12 04",21440,"2.drug izvajalec obdelave v RS",NA,1
"2272598000","ADRIA TERMINALI, logistične storitve, d.o.o.","52.100","OBALNO-KRAŠKA","19 12 04",586970,"2.drug izvajalec obdelave v RS",NA,1
"2272598000","ADRIA TERMINALI, logistične storitve, d.o.o.","52.100","OBALNO-KRAŠKA","20 01 01",545580,"4-tretja država (izven EU)","R_13",1
"1387570000","AKRAPOVIČ, podjetje za proizvodnjo, trgovino in storitve, d.d.","29.320","OSREDNJESLOVENSKA","12 01 04",7822,"1-drug zbiralec v RS",NA,1
"1387570000","AKRAPOVIČ, podjetje za proizvodnjo, trgovino in storitve, d.d.","29.320","OSREDNJESLOVENSKA","12 01 04",42165,"2.drug izvajalec obdelave v RS",NA,1
"1387570000","AKRAPOVIČ, podjetje za proizvodnjo, trgovino in storitve, d.d.","29.320","OSREDNJESLOVENSKA","12 01 04",6095,"1-drug zbiralec v RS",NA,1
"6219357000","AKTERA PLUS, storitve in trgovina, d.o.o.","70.220","OSREDNJESLOVENSKA","11 05 01",4920,"2.drug izvajalec obdelave v RS",NA,2
"6219357000","AKTERA PLUS, storitve in trgovina, d.o.o.","70.220","OSREDNJESLOVENSKA","11 05 02",8152,"2.drug izvajalec obdelave v RS",NA,2
"6219357000","AKTERA PLUS, storitve in trgovina, d.o.o.","70.220","OSREDNJESLOVENSKA","11 05 99",10424,"2.drug izvajalec obdelave v RS",NA,2
"6219357000","AKTERA PLUS, storitve in trgovina, d.o.o.","70.220","OSREDNJESLOVENSKA","12 01 01",141160,"2.drug izvajalec obdelave v RS",NA,2
"6219357000","AKTERA PLUS, storitve in trgovina, d.o.o.","70.220","OSREDNJESLOVENSKA","12 01 02",130108,"2.drug izvajalec obdelave v RS",NA,2
"6219357000","AKTERA PLUS, storitve in trgovina, d.o.o.","70.220","OSREDNJESLOVENSKA","12 01 03",47301,"2.drug izvajalec obdelave v RS",NA,2
"6219357000","AKTERA PLUS, storitve in trgovina, d.o.o.","70.220","OSREDNJESLOVENSKA","12 01 04",33774,"2.drug izvajalec obdelave v RS",NA,2
"6219357000","AKTERA PLUS, storitve in trgovina, d.o.o.","70.220","OSREDNJESLOVENSKA","15 01 04",7080,"2.drug izvajalec obdelave v RS",NA,2
"6219357000","AKTERA PLUS, storitve in trgovina, d.o.o.","70.220","OSREDNJESLOVENSKA","16 01 17",18600,"2.drug izvajalec obdelave v RS",NA,2
"6219357000","AKTERA PLUS, storitve in trgovina, d.o.o.","70.220","OSREDNJESLOVENSKA","17 04 01",113988,"2.drug izvajalec obdelave v RS",NA,2
"6219357000","AKTERA PLUS, storitve in trgovina, d.o.o.","70.220","OSREDNJESLOVENSKA","17 04 02",22540,"2.drug izvajalec obdelave v RS",NA,2
"6219357000","AKTERA PLUS, storitve in trgovina, d.o.o.","70.220","OSREDNJESLOVENSKA","17 04 05",116320,"2.drug izvajalec obdelave v RS",NA,2
"6219357000","AKTERA PLUS, storitve in trgovina, d.o.o.","70.220","OSREDNJESLOVENSKA","19 12 02",321760,"2.drug izvajalec obdelave v RS",NA,2
"6219357000","AKTERA PLUS, storitve in trgovina, d.o.o.","70.220","OSREDNJESLOVENSKA","19 12 03",186179,"2.drug izvajalec obdelave v RS",NA,2
"5034515000","Albaugh tovarna kemičnih izdelkov d.o.o.","20.200","PODRAVSKA","07 05 04*",21680,"1-drug zbiralec v RS",NA,1
"5034515000","Albaugh tovarna kemičnih izdelkov d.o.o.","20.200","PODRAVSKA","08 01 13*",46440,"1-drug zbiralec v RS",NA,1
"5034515000","Albaugh tovarna kemičnih izdelkov d.o.o.","20.200","PODRAVSKA","13 02 05*",9200,"1-drug zbiralec v RS",NA,1
"5034515000","Albaugh tovarna kemičnih izdelkov d.o.o.","20.200","PODRAVSKA","14 06 03*",780,"1-drug zbiralec v RS",NA,1
"5034515000","Albaugh tovarna kemičnih izdelkov d.o.o.","20.200","PODRAVSKA","19 01 02",84090,"2.drug izvajalec obdelave v RS",NA,1
"5034515000","Albaugh tovarna kemičnih izdelkov d.o.o.","20.200","PODRAVSKA","19 01 12",74660,"1-drug zbiralec v RS",NA,1
"5034515000","Albaugh tovarna kemičnih izdelkov d.o.o.","20.200","PODRAVSKA","19 01 12",177250,"2.drug izvajalec obdelave v RS",NA,1
"5034515000","Albaugh tovarna kemičnih izdelkov d.o.o.","20.200","PODRAVSKA","19 01 12",152560,"1-drug zbiralec v RS",NA,1
"5034515000","Albaugh tovarna kemičnih izdelkov d.o.o.","20.200","PODRAVSKA","19 01 12",29760,"1-drug zbiralec v RS",NA,1
"1918150000","ALBOMAY, proizvodnja kovin d.o.o.","24.540","GORENJSKA","10 03 16",11836,"3-druga država clanica EU","R_04",1
"1918150000","ALBOMAY, proizvodnja kovin d.o.o.","24.540","GORENJSKA","10 03 16",37584,"3-druga država clanica EU","R_04",1
"1918150000","ALBOMAY, proizvodnja kovin d.o.o.","24.540","GORENJSKA","10 03 16",23550,"3-druga država clanica EU","R_04",1
"1918150000","ALBOMAY, proizvodnja kovin d.o.o.","24.540","GORENJSKA","10 10 03",12184,"3-druga država clanica EU","R_04",1
"1918150000","ALBOMAY, proizvodnja kovin d.o.o.","24.540","GORENJSKA","10 10 03",594951,"3-druga država clanica EU","R_04",1
"1918150000","ALBOMAY, proizvodnja kovin d.o.o.","24.540","GORENJSKA","10 10 03",75070,"2.drug izvajalec obdelave v RS",NA,1
"1918150000","ALBOMAY, proizvodnja kovin d.o.o.","24.540","GORENJSKA","10 10 03",13889,"3-druga država clanica EU","R_04",1
"1918150000","ALBOMAY, proizvodnja kovin d.o.o.","24.540","GORENJSKA","12 01 01",1350,"3-druga država clanica EU","R_04",1
"1918150000","ALBOMAY, proizvodnja kovin d.o.o.","24.540","GORENJSKA","12 01 02",17700,"2.drug izvajalec obdelave v RS",NA,1
"1918150000","ALBOMAY, proizvodnja kovin d.o.o.","24.540","GORENJSKA","12 01 02",32570,"3-druga država clanica EU","R_04",1
"1918150000","ALBOMAY, proizvodnja kovin d.o.o.","24.540","GORENJSKA","12 01 02",260,"2.drug izvajalec obdelave v RS",NA,1
"1918150000","ALBOMAY, proizvodnja kovin d.o.o.","24.540","GORENJSKA","12 01 02",62803,"3-druga država clanica EU","R_04",1
"1918150000","ALBOMAY, proizvodnja kovin d.o.o.","24.540","GORENJSKA","12 01 03",1780,"2.drug izvajalec obdelave v RS",NA,1
"1918150000","ALBOMAY, proizvodnja kovin d.o.o.","24.540","GORENJSKA","12 01 03",108433,"3-druga država clanica EU","R_04",1
"1918150000","ALBOMAY, proizvodnja kovin d.o.o.","24.540","GORENJSKA","12 01 03",2030,"1-drug zbiralec v RS",NA,1
"1918150000","ALBOMAY, proizvodnja kovin d.o.o.","24.540","GORENJSKA","12 01 03",5360,"2.drug izvajalec obdelave v RS",NA,1
"1918150000","ALBOMAY, proizvodnja kovin d.o.o.","24.540","GORENJSKA","12 01 03",33900,"3-druga država clanica EU","R_04",1
"1918150000","ALBOMAY, proizvodnja kovin d.o.o.","24.540","GORENJSKA","12 01 04",1520,"2.drug izvajalec obdelave v RS",NA,1
"1918150000","ALBOMAY, proizvodnja kovin d.o.o.","24.540","GORENJSKA","12 01 04",318,"1-drug zbiralec v RS",NA,1
"1918150000","ALBOMAY, proizvodnja kovin d.o.o.","24.540","GORENJSKA","12 01 04",5400,"2.drug izvajalec obdelave v RS",NA,1
"1918150000","ALBOMAY, proizvodnja kovin d.o.o.","24.540","GORENJSKA","12 01 04",2458,"2.drug izvajalec obdelave v RS",NA,1
"1918150000","ALBOMAY, proizvodnja kovin d.o.o.","24.540","GORENJSKA","12 01 04",355,"1-drug zbiralec v RS",NA,1
"1918150000","ALBOMAY, proizvodnja kovin d.o.o.","24.540","GORENJSKA","19 12 03",16635,"2.drug izvajalec obdelave v RS",NA,1
"5005485000","AquafilSLO Proizvodnja poliamidnih filamentov in granulatov d.o.o.","20.600","OSREDNJESLOVENSKA","07 02 08*",373720,"1-drug zbiralec v RS",NA,1
"5005485000","AquafilSLO Proizvodnja poliamidnih filamentov in granulatov d.o.o.","20.600","OSREDNJESLOVENSKA","07 02 13",2277540,"3-druga država clanica EU","R_12, R_13",1
"5005485000","AquafilSLO Proizvodnja poliamidnih filamentov in granulatov d.o.o.","20.600","OSREDNJESLOVENSKA","07 02 13",122680,"3-druga država clanica EU","R_12, R_13",1
"5005485000","AquafilSLO Proizvodnja poliamidnih filamentov in granulatov d.o.o.","20.600","OSREDNJESLOVENSKA","07 02 13",171460,"3-druga država clanica EU","R_12",1
"5005485000","AquafilSLO Proizvodnja poliamidnih filamentov in granulatov d.o.o.","20.600","OSREDNJESLOVENSKA","07 02 13",2820,"2.drug izvajalec obdelave v RS",NA,1
"5005485000","AquafilSLO Proizvodnja poliamidnih filamentov in granulatov d.o.o.","20.600","OSREDNJESLOVENSKA","15 02 02*",38200,"1-drug zbiralec v RS",NA,1
"5005485000","AquafilSLO Proizvodnja poliamidnih filamentov in granulatov d.o.o.","20.600","OSREDNJESLOVENSKA","15 02 02*",49760,"1-drug zbiralec v RS",NA,1
"5005485000","AquafilSLO Proizvodnja poliamidnih filamentov in granulatov d.o.o.","20.600","OSREDNJESLOVENSKA","19 03 06*",508740,"3-druga država clanica EU","D_09",1
"5005485000","AquafilSLO Proizvodnja poliamidnih filamentov in granulatov d.o.o.","20.600","OSREDNJESLOVENSKA","19 08 14",680620,"1-drug zbiralec v RS",NA,1
"5005485000","AquafilSLO Proizvodnja poliamidnih filamentov in granulatov d.o.o.","20.600","OSREDNJESLOVENSKA","19 08 14",2140,"1-drug zbiralec v RS",NA,1
"5005485000","AquafilSLO Proizvodnja poliamidnih filamentov in granulatov d.o.o.","20.600","PRIMORSKO-NOTRANJSKA","19 12 12",7680,"2.drug izvajalec obdelave v RS",NA,1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","08 03 18",2840,"1-drug zbiralec v RS",NA,1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","12 01 02",1888,"1-drug zbiralec v RS",NA,1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","12 01 02",7882,"2.drug izvajalec obdelave v RS",NA,1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","12 01 04",336,"2.drug izvajalec obdelave v RS",NA,1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","12 01 04",484,"2.drug izvajalec obdelave v RS",NA,1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","12 01 04",40813,"2.drug izvajalec obdelave v RS",NA,1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","12 01 04",973,"3-druga država clanica EU","R_04",1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","12 01 04",707,"2.drug izvajalec obdelave v RS",NA,1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","12 01 04",948,"1-drug zbiralec v RS",NA,1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","14 06 01*",82,"1-drug zbiralec v RS",NA,1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","15 01 03",43380,"1-drug zbiralec v RS",NA,1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","16 02 14",128780,"3-druga država clanica EU","R_12",1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","16 02 14",32800,"3-druga država clanica EU","R_12",1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","16 02 15*",9565,"1-drug zbiralec v RS",NA,1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","16 02 15*",38499,"3-druga država clanica EU","R_05",1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","16 02 16",148067,"2.drug izvajalec obdelave v RS",NA,1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","16 02 16",8754,"2.drug izvajalec obdelave v RS",NA,1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","16 02 16",41149,"3-druga država clanica EU","R_12",1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","16 02 16",22790,"3-druga država clanica EU","R_12",1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","16 02 16",66800,"3-druga država clanica EU","R_12",1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","16 02 16",7880,"1-drug zbiralec v RS",NA,1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","16 02 16",10517,"2.drug izvajalec obdelave v RS",NA,1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","16 02 16",746,"3-druga država clanica EU","R_04",1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","16 02 16",3376,"3-druga država clanica EU","R_12",1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","16 02 16",21568,"3-druga država clanica EU","R_12",1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","16 02 16",4543,"3-druga država clanica EU","R_12",1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","16 02 16",14360,"3-druga država clanica EU","R_04",1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","16 02 16",38520,"3-druga država clanica EU","R_12",1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","16 03 04",636,"3-druga država clanica EU","R_04",1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","16 03 04",23670,"3-druga država clanica EU","R_04",1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","16 03 04",10350,"2.drug izvajalec obdelave v RS",NA,1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","16 06 01*",25864,"1-drug zbiralec v RS",NA,1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","16 06 05",1465,"3-druga država clanica EU","R_05",1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","19 10 01",113600,"1-drug zbiralec v RS",NA,1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","19 10 01",9380,"3-druga država clanica EU","R_12",1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","19 12 01",800,"2.drug izvajalec obdelave v RS",NA,1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","19 12 01",26975,"2.drug izvajalec obdelave v RS",NA,1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","19 12 02",655789,"1-drug zbiralec v RS",NA,1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","19 12 02",150046,"2.drug izvajalec obdelave v RS",NA,1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","19 12 02",20160,"2.drug izvajalec obdelave v RS",NA,1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","19 12 02",24073,"1-drug zbiralec v RS",NA,1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","19 12 02",1580,"3-druga država clanica EU","R_12",1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","19 12 02",23913,"2.drug izvajalec obdelave v RS",NA,1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","19 12 02",287499,"1-drug zbiralec v RS",NA,1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","19 12 02",6020,"2.drug izvajalec obdelave v RS",NA,1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","19 12 03",6297,"3-druga država clanica EU","R_12",1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","19 12 03",19344,"3-druga država clanica EU","R_04",1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","19 12 03",27425,"2.drug izvajalec obdelave v RS",NA,1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","19 12 03",9753,"2.drug izvajalec obdelave v RS",NA,1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","19 12 03",186176,"2.drug izvajalec obdelave v RS",NA,1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","19 12 03",3598,"3-druga država clanica EU","R_04",1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","19 12 03",2183,"3-druga država clanica EU","R_12",1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","19 12 03",165241,"3-druga država clanica EU","R_12",1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","19 12 03",3027,"2.drug izvajalec obdelave v RS",NA,1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","19 12 03",20,"2.drug izvajalec obdelave v RS",NA,1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","19 12 03",4210,"1-drug zbiralec v RS",NA,1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","19 12 03",1405,"2.drug izvajalec obdelave v RS",NA,1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","19 12 03",1543,"1-drug zbiralec v RS",NA,1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","19 12 03",56024,"2.drug izvajalec obdelave v RS",NA,1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","19 12 03",8929,"2.drug izvajalec obdelave v RS",NA,1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","19 12 04",31082,"2.drug izvajalec obdelave v RS",NA,1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","19 12 12",237849,"2.drug izvajalec obdelave v RS",NA,1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","19 12 12",13380,"2.drug izvajalec obdelave v RS",NA,1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","20 01 21*",10700,"1-drug zbiralec v RS",NA,1
"6074235000","AURENIS, podjetje za proizvodnjo, reciklažo in storitve d.o.o.","24.540","GORIŠKA","20 01 33*",3413,"2.drug izvajalec obdelave v RS",NA,1
"1952617000","AVTO KRAKOV GORAZD BENČINA S.P.","45.200","JUGOVZHODNA SLOVENIJA","13 02 05*",2480,"1-drug zbiralec v RS",NA,1
"1952617000","AVTO KRAKOV GORAZD BENČINA S.P.","45.200","JUGOVZHODNA SLOVENIJA","16 01 03",8000,"1-drug zbiralec v RS",NA,1
"1952617000","AVTO KRAKOV GORAZD BENČINA S.P.","45.200","JUGOVZHODNA SLOVENIJA","16 01 06",403740,"2.drug izvajalec obdelave v RS",NA,1
"1952617000","AVTO KRAKOV GORAZD BENČINA S.P.","45.200","JUGOVZHODNA SLOVENIJA","16 01 14*",982,"1-drug zbiralec v RS",NA,1
"1952617000","AVTO KRAKOV GORAZD BENČINA S.P.","45.200","JUGOVZHODNA SLOVENIJA","16 01 17",33130,"2.drug izvajalec obdelave v RS",NA,1
"1952617000","AVTO KRAKOV GORAZD BENČINA S.P.","45.200","JUGOVZHODNA SLOVENIJA","16 01 17",3280,"2.drug izvajalec obdelave v RS",NA,1
"1952617000","AVTO KRAKOV GORAZD BENČINA S.P.","45.200","JUGOVZHODNA SLOVENIJA","16 01 17",19380,"2.drug izvajalec obdelave v RS",NA,1
"1952617000","AVTO KRAKOV GORAZD BENČINA S.P.","45.200","JUGOVZHODNA SLOVENIJA","16 01 19",8100,"2.drug izvajalec obdelave v RS",NA,1
"1952617000","AVTO KRAKOV GORAZD BENČINA S.P.","45.200","JUGOVZHODNA SLOVENIJA","16 06 01*",2280,"1-drug zbiralec v RS",NA,1
"3218406000","AVTO ODPAD TANJA ZUPANC S.P.","38.110","JUGOVZHODNA SLOVENIJA","16 01 17",49820,"2.drug izvajalec obdelave v RS",NA,1
"1706888000","AVTOENDE - AVTOSERVIS, AVTOODPAD, AVTOVLEKA DEJAN VUČETIĆ S.P.","45.200","PODRAVSKA","13 02 05*",2620,"1-drug zbiralec v RS",NA,1
"1706888000","AVTOENDE - AVTOSERVIS, AVTOODPAD, AVTOVLEKA DEJAN VUČETIĆ S.P.","45.200","PODRAVSKA","16 01 03",11680,"1-drug zbiralec v RS",NA,1
"1706888000","AVTOENDE - AVTOSERVIS, AVTOODPAD, AVTOVLEKA DEJAN VUČETIĆ S.P.","45.200","PODRAVSKA","16 01 06",233220,"2.drug izvajalec obdelave v RS",NA,1
"1706888000","AVTOENDE - AVTOSERVIS, AVTOODPAD, AVTOVLEKA DEJAN VUČETIĆ S.P.","45.200","PODRAVSKA","16 01 14*",2120,"1-drug zbiralec v RS",NA,1
"1706888000","AVTOENDE - AVTOSERVIS, AVTOODPAD, AVTOVLEKA DEJAN VUČETIĆ S.P.","45.200","PODRAVSKA","16 01 17",74320,"2.drug izvajalec obdelave v RS",NA,1
"1706888000","AVTOENDE - AVTOSERVIS, AVTOODPAD, AVTOVLEKA DEJAN VUČETIĆ S.P.","45.200","PODRAVSKA","16 01 17",101080,"2.drug izvajalec obdelave v RS",NA,1
"1706888000","AVTOENDE - AVTOSERVIS, AVTOODPAD, AVTOVLEKA DEJAN VUČETIĆ S.P.","45.200","PODRAVSKA","16 01 18",2980,"2.drug izvajalec obdelave v RS",NA,1
"1706888000","AVTOENDE - AVTOSERVIS, AVTOODPAD, AVTOVLEKA DEJAN VUČETIĆ S.P.","45.200","PODRAVSKA","16 01 20",7620,"2.drug izvajalec obdelave v RS",NA,1
"1706888000","AVTOENDE - AVTOSERVIS, AVTOODPAD, AVTOVLEKA DEJAN VUČETIĆ S.P.","45.200","PODRAVSKA","16 06 01*",6544,"1-drug zbiralec v RS",NA,1
"1752421000","AVTOHIŠA OMAN AHO MOBIL Milan Oman s.p.","45.200","JUGOVZHODNA SLOVENIJA","12 01 02",13931,"1-drug zbiralec v RS",NA,1
"1752421000","AVTOHIŠA OMAN AHO MOBIL Milan Oman s.p.","45.200","JUGOVZHODNA SLOVENIJA","13 02 05*",350,"1-drug zbiralec v RS",NA,1
"1752421000","AVTOHIŠA OMAN AHO MOBIL Milan Oman s.p.","45.200","JUGOVZHODNA SLOVENIJA","16 01 03",3650,"1-drug zbiralec v RS",NA,1
"1752421000","AVTOHIŠA OMAN AHO MOBIL Milan Oman s.p.","45.200","JUGOVZHODNA SLOVENIJA","16 06 01*",499,"1-drug zbiralec v RS",NA,1
