"MATIČNA ŠTEVILKA","NAZIV","SKD","STATISTIČNA REGIJA","ŠT. ODPADKA","PO OBDELAVI NASTALI ODPADKI IN ODPADKI ODDANI DRUGIM BREZ OBDELAVE  (kg)","ODDANO KOMU","POSTOPEK OBDELAVE, ČE SO ODPADKI POSLANI V OBDELAVO V TUJINO","PRIDOBLJENI PODATKI                 ( 1-poročilo oddano,                    2-podatki ARSO)"
"1943138000","METALIMPEX SLV, zbiranje, recikliranje in prodaja vseh vrst odpadkov, d.o.o.","38.320","JUGOVZHODNA SLOVENIJA","19 12 02",5345300,"2.drug izvajalec obdelave v RS",NA,1
"1943138000","METALIMPEX SLV, zbiranje, recikliranje in prodaja vseh vrst odpadkov, d.o.o.","38.320","JUGOVZHODNA SLOVENIJA","19 12 02",47720,"2.drug izvajalec obdelave v RS",NA,1
"1943138000","METALIMPEX SLV, zbiranje, recikliranje in prodaja vseh vrst odpadkov, d.o.o.","38.320","JUGOVZHODNA SLOVENIJA","19 12 02",14185150,"2.drug izvajalec obdelave v RS",NA,1
"1943138000","METALIMPEX SLV, zbiranje, recikliranje in prodaja vseh vrst odpadkov, d.o.o.","38.320","JUGOVZHODNA SLOVENIJA","19 12 02",856750,"2.drug izvajalec obdelave v RS",NA,1
"1943138000","METALIMPEX SLV, zbiranje, recikliranje in prodaja vseh vrst odpadkov, d.o.o.","38.320","JUGOVZHODNA SLOVENIJA","19 12 03",284604,"3-druga država clanica EU","R_12, R_13",1
"1943138000","METALIMPEX SLV, zbiranje, recikliranje in prodaja vseh vrst odpadkov, d.o.o.","38.320","JUGOVZHODNA SLOVENIJA","19 12 03",10960,"2.drug izvajalec obdelave v RS",NA,1
"1943138000","METALIMPEX SLV, zbiranje, recikliranje in prodaja vseh vrst odpadkov, d.o.o.","38.320","JUGOVZHODNA SLOVENIJA","19 12 03",38790,"1-drug zbiralec v RS",NA,1
"5040949000","MPI-RECIKLAŽA metalurgija, plastika in inženiring d.o.o.","24.430","KOROŠKA","16 06 02*",692,"2.drug izvajalec obdelave v RS",NA,1
"5040949000","MPI-RECIKLAŽA metalurgija, plastika in inženiring d.o.o.","24.430","KOROŠKA","19 12 04",714690,"2.drug izvajalec obdelave v RS",NA,1
"6701523000","NERINVEST nepremičnine, ekologija, rudarstvo d.o.o.","08.110","SAVINJSKA","12 01 02",1584740,"1-drug zbiralec v RS",NA,1
"6701523000","NERINVEST nepremičnine, ekologija, rudarstvo d.o.o.","08.110","SAVINJSKA","17 04 05",23700,"3-druga država clanica EU","R_04",1
"6701523000","NERINVEST nepremičnine, ekologija, rudarstvo d.o.o.","08.110","SAVINJSKA","19 12 02",165180,"3-druga država clanica EU","R_13",1
"6701523000","NERINVEST nepremičnine, ekologija, rudarstvo d.o.o.","08.110","SAVINJSKA","19 12 02",515040,"2.drug izvajalec obdelave v RS",NA,1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","12 01 01",1707680,"2.drug izvajalec obdelave v RS",NA,1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","12 01 01",17717270,"3-druga država clanica EU","R_12, R_13",1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","12 01 01",17654,"3-druga država clanica EU","R_12, R_13",1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","12 01 01",5993280,"3-druga država clanica EU","R_12, R_13",1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","12 01 02",12604060,"3-druga država clanica EU","R_12, R_13",1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","12 01 02",612800,"4-tretja država (izven EU)","R_12, R_13",1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","12 01 02",1092140,"2.drug izvajalec obdelave v RS",NA,1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","12 01 02",630080,"3-druga država clanica EU","R_12, R_13",1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","12 01 02",51180,"3-druga država clanica EU","R_12, R_13",1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","12 01 03",1240,"2.drug izvajalec obdelave v RS",NA,1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","12 01 03",4300,"2.drug izvajalec obdelave v RS",NA,1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","12 01 03",79928,"3-druga država clanica EU","R_12, R_13",1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","12 01 04",660,"2.drug izvajalec obdelave v RS",NA,1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","12 01 04",534805,"3-druga država clanica EU","R_12, R_13",1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","15 01 01",187190,"2.drug izvajalec obdelave v RS",NA,1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","15 01 01",85781,"3-druga država clanica EU","R_12, R_13",1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","15 01 02",15080,"2.drug izvajalec obdelave v RS",NA,1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","15 01 03",27519,"3-druga država clanica EU","R_12, R_13",1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","15 01 03",4133,"3-druga država clanica EU","R_12, R_13",1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","16 01 20",6750,"3-druga država clanica EU","R_12, R_13",1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","16 01 20",95740,"3-druga država clanica EU","R_12, R_13",1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","17 04 02",119030,"3-druga država clanica EU","R_12, R_13",1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","17 04 05",9505240,"3-druga država clanica EU","R_12, R_13",1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","17 04 05",189860,"3-druga država clanica EU","R_12, R_13",1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","17 04 05",8987332,"3-druga država clanica EU","R_12, R_13",1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","17 04 05",14980,"2.drug izvajalec obdelave v RS",NA,1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","17 04 05",376720,"3-druga država clanica EU","R_12, R_13",1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","17 04 11",26260,"3-druga država clanica EU","R_12, R_13",1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","19 12 02",26300,"3-druga država clanica EU","R_12, R_13",1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","19 12 02",19524890,"3-druga država clanica EU","R_12, R_13",1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","19 12 02",116560,"4-tretja država (izven EU)","R_12, R_13",1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","19 12 02",11144776,"3-druga država clanica EU","R_12, R_13",1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","19 12 02",34973690,"3-druga država clanica EU","R_12, R_13",1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","19 12 02",77500,"3-druga država clanica EU","R_12, R_13",1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","19 12 02",1600990,"3-druga država clanica EU","R_12, R_13",1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","19 12 02",624678,"3-druga država clanica EU","R_12, R_13",1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","19 12 02",94160,"3-druga država clanica EU","R_12, R_13",1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","19 12 02",10348925,"2.drug izvajalec obdelave v RS",NA,1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","19 12 02",2878680,"2.drug izvajalec obdelave v RS",NA,1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","19 12 02",22680,"2.drug izvajalec obdelave v RS",NA,1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","19 12 02",118000,"2.drug izvajalec obdelave v RS",NA,1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","19 12 02",144180,"2.drug izvajalec obdelave v RS",NA,1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","19 12 02",47880,"2.drug izvajalec obdelave v RS",NA,1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","19 12 02",3058900,"2.drug izvajalec obdelave v RS",NA,1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","19 12 02",46201575,"2.drug izvajalec obdelave v RS",NA,1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","19 12 02",22940,"3-druga država clanica EU","R_12, R_13",1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","19 12 02",5229321,"3-druga država clanica EU","R_12, R_13",1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","19 12 02",44560,"3-druga država clanica EU","R_12, R_13",1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","19 12 02",89737,"3-druga država clanica EU","R_12, R_13",1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","19 12 02",41240,"3-druga država clanica EU","R_12, R_13",1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","19 12 02",5469800,"4-tretja država (izven EU)","R_12, R_13",1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","19 12 03",2500,"3-druga država clanica EU","R_12, R_13",1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","19 12 03",170970,"3-druga država clanica EU","R_12, R_13",1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","19 12 03",23620,"4-tretja država (izven EU)","R_12, R_13",1
"5577772000","ODPAD, zbiranje in predelava sekundarnih surovin ter trgovina d.o.o. Pivka","38.120","PRIMORSKO-NOTRANJSKA","19 12 03",23080,"3-druga država clanica EU","R_12, R_13",1
"7194102000","OKORN PLAST, predelava odpadkov, d.o.o.","38.210","OSREDNJESLOVENSKA","15 01 02",15700,"2.drug izvajalec obdelave v RS",NA,1
"7194102000","OKORN PLAST, predelava odpadkov, d.o.o.","38.210","OSREDNJESLOVENSKA","15 01 02",14260,"2.drug izvajalec obdelave v RS",NA,1
"7194102000","OKORN PLAST, predelava odpadkov, d.o.o.","38.210","OSREDNJESLOVENSKA","19 12 04",176340,"2.drug izvajalec obdelave v RS",NA,1
"7194102000","OKORN PLAST, predelava odpadkov, d.o.o.","38.210","OSREDNJESLOVENSKA","19 12 04",29710,"2.drug izvajalec obdelave v RS",NA,1
"7194102000","OKORN PLAST, predelava odpadkov, d.o.o.","38.210","OSREDNJESLOVENSKA","19 12 04",11480,"2.drug izvajalec obdelave v RS",NA,1
"7194102000","OKORN PLAST, predelava odpadkov, d.o.o.","38.210","OSREDNJESLOVENSKA","19 12 12",263560,"2.drug izvajalec obdelave v RS",NA,1
"5111501000","OKP JAVNO PODJETJE ZA KOMUNALNE STORITVE Rogaška Slatina, d.o.o.","36.000","SAVINJSKA","19 05 03",285300,"1-drug zbiralec v RS",NA,1
"5318195000","OLD CAR KOKIČ RECIKLIRANJE ELVIS BLAŽEVIĆ S.P.","38.110","OBALNO-KRAŠKA","13 02 05*",900,"1-drug zbiralec v RS",NA,1
"5318195000","OLD CAR KOKIČ RECIKLIRANJE ELVIS BLAŽEVIĆ S.P.","38.110","OBALNO-KRAŠKA","13 05 02*",200,"1-drug zbiralec v RS",NA,1
"5318195000","OLD CAR KOKIČ RECIKLIRANJE ELVIS BLAŽEVIĆ S.P.","38.110","OBALNO-KRAŠKA","13 05 07*",1800,"2.drug izvajalec obdelave v RS",NA,1
"5318195000","OLD CAR KOKIČ RECIKLIRANJE ELVIS BLAŽEVIĆ S.P.","38.110","OBALNO-KRAŠKA","16 01 03",12960,"1-drug zbiralec v RS",NA,1
"5318195000","OLD CAR KOKIČ RECIKLIRANJE ELVIS BLAŽEVIĆ S.P.","38.110","OBALNO-KRAŠKA","16 01 06",322880,"2.drug izvajalec obdelave v RS",NA,1
"5318195000","OLD CAR KOKIČ RECIKLIRANJE ELVIS BLAŽEVIĆ S.P.","38.110","OBALNO-KRAŠKA","16 01 17",29200,"2.drug izvajalec obdelave v RS",NA,1
"5318195000","OLD CAR KOKIČ RECIKLIRANJE ELVIS BLAŽEVIĆ S.P.","38.110","OBALNO-KRAŠKA","16 01 18",2632,"2.drug izvajalec obdelave v RS",NA,1
"5318195000","OLD CAR KOKIČ RECIKLIRANJE ELVIS BLAŽEVIĆ S.P.","38.110","OBALNO-KRAŠKA","16 01 18",1108,"2.drug izvajalec obdelave v RS",NA,1
"5318195000","OLD CAR KOKIČ RECIKLIRANJE ELVIS BLAŽEVIĆ S.P.","38.110","OBALNO-KRAŠKA","16 01 19",320,"2.drug izvajalec obdelave v RS",NA,1
"5318195000","OLD CAR KOKIČ RECIKLIRANJE ELVIS BLAŽEVIĆ S.P.","38.110","OBALNO-KRAŠKA","16 01 20",1150,"2.drug izvajalec obdelave v RS",NA,1
"5318195000","OLD CAR KOKIČ RECIKLIRANJE ELVIS BLAŽEVIĆ S.P.","38.110","OBALNO-KRAŠKA","16 06 01*",1104,"2.drug izvajalec obdelave v RS",NA,1
"5318195000","OLD CAR KOKIČ RECIKLIRANJE ELVIS BLAŽEVIĆ S.P.","38.110","OBALNO-KRAŠKA","16 06 01*",2584,"1-drug zbiralec v RS",NA,1
"2364409000","OMAPLAST reciklaža plastike d.o.o.","38.320","OSREDNJESLOVENSKA","19 12 03",1960952,"4-tretja država (izven EU)","R_03",1
"2364409000","OMAPLAST reciklaža plastike d.o.o.","38.320","OSREDNJESLOVENSKA","19 12 04",46960,"3-druga država clanica EU","R_03",1
"2364409000","OMAPLAST reciklaža plastike d.o.o.","38.320","OSREDNJESLOVENSKA","19 12 04",26570,"3-druga država clanica EU","R_03",1
"2364409000","OMAPLAST reciklaža plastike d.o.o.","38.320","JUGOVZHODNA SLOVENIJA","19 12 04",4469320,"4-tretja država (izven EU)","R_03",1
"2364409000","OMAPLAST reciklaža plastike d.o.o.","38.320","JUGOVZHODNA SLOVENIJA","19 12 04",180490,"3-druga država clanica EU","R_03",1
"2364409000","OMAPLAST reciklaža plastike d.o.o.","38.320","JUGOVZHODNA SLOVENIJA","19 12 04",22100,"3-druga država clanica EU","R_03",1
"2364409000","OMAPLAST reciklaža plastike d.o.o.","38.320","JUGOVZHODNA SLOVENIJA","19 12 04",65659,"3-druga država clanica EU","R_03",1
"2364409000","OMAPLAST reciklaža plastike d.o.o.","38.320","JUGOVZHODNA SLOVENIJA","19 12 04",161450,"3-druga država clanica EU","R_03",1
"2364409000","OMAPLAST reciklaža plastike d.o.o.","38.320","JUGOVZHODNA SLOVENIJA","19 12 04",19260,"3-druga država clanica EU","R_03",1
"2364409000","OMAPLAST reciklaža plastike d.o.o.","38.320","JUGOVZHODNA SLOVENIJA","19 12 04",46920,"3-druga država clanica EU","R_03",1
"3575683000","OPTIPRINT, storitve in svetovanje, d.o.o.","77.330","OSREDNJESLOVENSKA","08 03 18",9,"1-drug zbiralec v RS",NA,1
"5034639000","Paloma, higienski papirji, d.d.","17.220","PODRAVSKA","03 03 05",809160,"2.drug izvajalec obdelave v RS",NA,1
"5034639000","Paloma, higienski papirji, d.d.","17.220","PODRAVSKA","03 03 07",115820,"1-drug zbiralec v RS",NA,1
"5034639000","Paloma, higienski papirji, d.d.","17.220","PODRAVSKA","19 08 01",4880,"1-drug zbiralec v RS",NA,1
"5357209000","PAVLIN proizvodnja, trgovina, storitve, d.o.o.","46.660","SAVINJSKA","08 03 18",16206,"1-drug zbiralec v RS",NA,1
"5025796000","PETROL, Slovenska energetska družba, d.d., Ljubljana","50.501","OSREDNJESLOVENSKA","19 08 05",68580,"1-drug zbiralec v RS",NA,1
"5421411000","PIKAS Podjetje za proizvodnjo, trgovino in storitve d.o.o.","46.720","GORIŠKA","09 01 01*",7255,"1-drug zbiralec v RS",NA,1
"5421411000","PIKAS Podjetje za proizvodnjo, trgovino in storitve d.o.o.","46.720","GORIŠKA","09 01 04*",8480,"1-drug zbiralec v RS",NA,1
"5421411000","PIKAS Podjetje za proizvodnjo, trgovino in storitve d.o.o.","46.720","GORIŠKA","09 01 05*",69,"1-drug zbiralec v RS",NA,1
"5421411000","PIKAS Podjetje za proizvodnjo, trgovino in storitve d.o.o.","46.720","GORIŠKA","09 01 07",30225,"3-druga država clanica EU","R_04",1
"5421411000","PIKAS Podjetje za proizvodnjo, trgovino in storitve d.o.o.","46.720","GORIŠKA","10 08 11",511,"2.drug izvajalec obdelave v RS",NA,1
"5421411000","PIKAS Podjetje za proizvodnjo, trgovino in storitve d.o.o.","46.720","GORIŠKA","12 01 01",12598,"2.drug izvajalec obdelave v RS",NA,1
"5421411000","PIKAS Podjetje za proizvodnjo, trgovino in storitve d.o.o.","46.720","GORIŠKA","12 01 02",374,"2.drug izvajalec obdelave v RS",NA,1
"5421411000","PIKAS Podjetje za proizvodnjo, trgovino in storitve d.o.o.","46.720","GORIŠKA","12 01 03",10320,"3-druga država clanica EU","R_04",1
"5421411000","PIKAS Podjetje za proizvodnjo, trgovino in storitve d.o.o.","46.720","GORIŠKA","12 01 03",27838,"2.drug izvajalec obdelave v RS",NA,1
"5421411000","PIKAS Podjetje za proizvodnjo, trgovino in storitve d.o.o.","46.720","GORIŠKA","12 01 03",31457,"3-druga država clanica EU","R_04",1
"5421411000","PIKAS Podjetje za proizvodnjo, trgovino in storitve d.o.o.","46.720","GORIŠKA","12 01 04",12460,"2.drug izvajalec obdelave v RS",NA,1
"5421411000","PIKAS Podjetje za proizvodnjo, trgovino in storitve d.o.o.","46.720","GORIŠKA","15 02 02*",55,"2.drug izvajalec obdelave v RS",NA,1
"5421411000","PIKAS Podjetje za proizvodnjo, trgovino in storitve d.o.o.","46.720","GORIŠKA","15 02 02*",1009,"3-druga država clanica EU","R_04",1
"5421411000","PIKAS Podjetje za proizvodnjo, trgovino in storitve d.o.o.","46.720","GORIŠKA","16 01 18",3587,"2.drug izvajalec obdelave v RS",NA,1
"5421411000","PIKAS Podjetje za proizvodnjo, trgovino in storitve d.o.o.","46.720","GORIŠKA","16 02 14",77088,"2.drug izvajalec obdelave v RS",NA,1
"5421411000","PIKAS Podjetje za proizvodnjo, trgovino in storitve d.o.o.","46.720","GORIŠKA","16 02 16",185642,"3-druga država clanica EU","R_04",1
"5421411000","PIKAS Podjetje za proizvodnjo, trgovino in storitve d.o.o.","46.720","GORIŠKA","16 02 16",175107,"2.drug izvajalec obdelave v RS",NA,1
"5421411000","PIKAS Podjetje za proizvodnjo, trgovino in storitve d.o.o.","46.720","GORIŠKA","16 03 04",48032,"2.drug izvajalec obdelave v RS",NA,1
"5421411000","PIKAS Podjetje za proizvodnjo, trgovino in storitve d.o.o.","46.720","GORIŠKA","16 08 01",11005,"3-druga država clanica EU","R_04",1
"5421411000","PIKAS Podjetje za proizvodnjo, trgovino in storitve d.o.o.","46.720","GORIŠKA","18 01 10*",453,"3-druga država clanica EU","R_04",1
"5421411000","PIKAS Podjetje za proizvodnjo, trgovino in storitve d.o.o.","46.720","GORIŠKA","19 12 01",9124,"1-drug zbiralec v RS",NA,1
"5421411000","PIKAS Podjetje za proizvodnjo, trgovino in storitve d.o.o.","46.720","GORIŠKA","19 12 02",873,"2.drug izvajalec obdelave v RS",NA,1
"5421411000","PIKAS Podjetje za proizvodnjo, trgovino in storitve d.o.o.","46.720","GORIŠKA","19 12 02",3180,"1-drug zbiralec v RS",NA,1
"5421411000","PIKAS Podjetje za proizvodnjo, trgovino in storitve d.o.o.","46.720","GORIŠKA","19 12 03",1263,"2.drug izvajalec obdelave v RS",NA,1
"5421411000","PIKAS Podjetje za proizvodnjo, trgovino in storitve d.o.o.","46.720","GORIŠKA","19 12 03",92669,"3-druga država clanica EU","R_04",1
"5421411000","PIKAS Podjetje za proizvodnjo, trgovino in storitve d.o.o.","46.720","GORIŠKA","19 12 04",6462,"2.drug izvajalec obdelave v RS",NA,1
"5421411000","PIKAS Podjetje za proizvodnjo, trgovino in storitve d.o.o.","46.720","GORIŠKA","19 12 12",41091,"1-drug zbiralec v RS",NA,1
"5343127000","PLASTA proizvodnja in trgovina d.o.o. Šentrupert","22.210","JUGOVZHODNA SLOVENIJA","07 02 13",14210,"2.drug izvajalec obdelave v RS",NA,1
"5343127000","PLASTA proizvodnja in trgovina d.o.o. Šentrupert","22.210","JUGOVZHODNA SLOVENIJA","07 02 13",447928,"3-druga država clanica EU","R_03",1
"5343127000","PLASTA proizvodnja in trgovina d.o.o. Šentrupert","22.210","JUGOVZHODNA SLOVENIJA","12 01 02",9000,"2.drug izvajalec obdelave v RS",NA,1
"5343127000","PLASTA proizvodnja in trgovina d.o.o. Šentrupert","22.210","JUGOVZHODNA SLOVENIJA","12 01 02",33260,"2.drug izvajalec obdelave v RS",NA,1
"5343127000","PLASTA proizvodnja in trgovina d.o.o. Šentrupert","22.210","JUGOVZHODNA SLOVENIJA","15 01 01",122200,"2.drug izvajalec obdelave v RS",NA,1
"5343127000","PLASTA proizvodnja in trgovina d.o.o. Šentrupert","22.210","JUGOVZHODNA SLOVENIJA","19 12 04",47700,"3-druga država clanica EU","R_12",1
"5343127000","PLASTA proizvodnja in trgovina d.o.o. Šentrupert","22.210","JUGOVZHODNA SLOVENIJA","19 12 04",13120,"2.drug izvajalec obdelave v RS",NA,1
"5343127000","PLASTA proizvodnja in trgovina d.o.o. Šentrupert","22.210","JUGOVZHODNA SLOVENIJA","19 12 04",318960,"2.drug izvajalec obdelave v RS",NA,1
"5343127000","PLASTA proizvodnja in trgovina d.o.o. Šentrupert","22.210","JUGOVZHODNA SLOVENIJA","19 12 04",834960,"2.drug izvajalec obdelave v RS",NA,1
"5271804000","PREVOZNIŠTVO, GRADBENA MEHANIZACIJA, POSREDNIŠTVO, GRAMOZNICA BEZENA SILVA BRAČKO S.P.","43.120","PODRAVSKA","17 03 02",25500,"2.drug izvajalec obdelave v RS",NA,1
"5271804000","PREVOZNIŠTVO, GRADBENA MEHANIZACIJA, POSREDNIŠTVO, GRAMOZNICA BEZENA SILVA BRAČKO S.P.","43.120","PODRAVSKA","17 05 06",723000,"2.drug izvajalec obdelave v RS",NA,1
"5692806000","PRIMET, trgovanje s kovinami d.o.o.","46.740","GORIŠKA","11 05 01",7105,"3-druga država clanica EU","R_13",1
"5692806000","PRIMET, trgovanje s kovinami d.o.o.","46.740","GORIŠKA","12 01 03",82598,"3-druga država clanica EU","R_13",1
"5692806000","PRIMET, trgovanje s kovinami d.o.o.","46.740","GORIŠKA","15 01 04",161973,"3-druga država clanica EU","R_13",1
"5692806000","PRIMET, trgovanje s kovinami d.o.o.","46.740","GORIŠKA","15 01 04",714699,"3-druga država clanica EU","R_04",1
"5692806000","PRIMET, trgovanje s kovinami d.o.o.","46.740","GORIŠKA","17 04 01",447696,"3-druga država clanica EU","R_04",1
"5692806000","PRIMET, trgovanje s kovinami d.o.o.","46.740","GORIŠKA","17 04 01",198373,"3-druga država clanica EU","R_13",1
"5692806000","PRIMET, trgovanje s kovinami d.o.o.","46.740","GORIŠKA","17 04 02",417618,"3-druga država clanica EU","R_13",1
"5692806000","PRIMET, trgovanje s kovinami d.o.o.","46.740","GORIŠKA","17 04 02",312716,"3-druga država clanica EU","R_04",1
"5692806000","PRIMET, trgovanje s kovinami d.o.o.","46.740","GORIŠKA","17 04 03",21645,"2.drug izvajalec obdelave v RS",NA,1
"5692806000","PRIMET, trgovanje s kovinami d.o.o.","46.740","OBALNO-KRAŠKA","17 04 03",48041,"3-druga država clanica EU","R_13",1
