"year","statistical_region","waste_code","type_of_waste","waste_category","name_of_municipality","waste_collected_public_service","waste_by_municipality"
2024,"GORENJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","BLED","yes",96.922
2024,"GORENJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","BOHINJ","yes",116.364
2024,"GORENJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","CERKLJE NA GORENJSKEM","no",48.04
2024,"GORENJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","CERKLJE NA GORENJSKEM","yes",152.566
2024,"GORENJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","GORENJA VAS-POLJANE","no",1.02
2024,"GORENJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","GORENJA VAS-POLJANE","yes",35.352
2024,"GORENJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","GORJE","yes",17.548
2024,"GORENJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","JESENICE","yes",129.85
2024,"GORENJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","JEZERSKO","yes",20.221
2024,"GORENJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","KRANJ","yes",747.72
2024,"GORENJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","KRANJSKA GORA","yes",156.647
2024,"GORENJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","NAKLO","yes",101.434
2024,"GORENJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","PREDDVOR","yes",36.762
2024,"GORENJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","RADOVLJICA","no",0.86
2024,"GORENJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","RADOVLJICA","yes",293.051
2024,"GORENJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","TRŽIČ","yes",190.825
2024,"GORENJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","ŠENČUR","yes",121.347
2024,"GORENJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","ŠKOFJA LOKA","no",2.87
2024,"GORENJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","ŠKOFJA LOKA","yes",440.051
2024,"GORENJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","ŽELEZNIKI","yes",65.191
2024,"GORENJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","ŽIRI","yes",17.867
2024,"GORENJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","ŽIROVNICA","yes",34.511
2024,"GORENJSKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","KRANJ","yes",17.4
2024,"GORENJSKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","ŠENČUR","yes",3.8
2024,"GORENJSKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","ŠKOFJA LOKA","no",9.77
2024,"GORENJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","BLED","no",0.8
2024,"GORENJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","BLED","yes",345.415
2024,"GORENJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","BOHINJ","no",0.049
2024,"GORENJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","BOHINJ","yes",47.764
2024,"GORENJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","CERKLJE NA GORENJSKEM","no",3.54
2024,"GORENJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","GORENJA VAS-POLJANE","no",1.1
2024,"GORENJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","GORENJA VAS-POLJANE","yes",116.058
2024,"GORENJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","GORJE","yes",62.54
2024,"GORENJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","JESENICE","yes",250.229
2024,"GORENJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","JEZERSKO","no",4.46
2024,"GORENJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","JEZERSKO","yes",3.664
2024,"GORENJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","KRANJ","no",105.362
2024,"GORENJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","KRANJ","yes",233.529
2024,"GORENJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","KRANJSKA GORA","no",25.293
2024,"GORENJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","KRANJSKA GORA","yes",6.131
2024,"GORENJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","NAKLO","no",101.78
2024,"GORENJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","PREDDVOR","no",19.254
2024,"GORENJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","PREDDVOR","yes",13.709
2024,"GORENJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","RADOVLJICA","no",11.16
2024,"GORENJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","RADOVLJICA","yes",325.451
2024,"GORENJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","TRŽIČ","no",50.506
2024,"GORENJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","TRŽIČ","yes",8.27
2024,"GORENJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","ŠENČUR","no",1.18
2024,"GORENJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","ŠENČUR","yes",37.965
2024,"GORENJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","ŠKOFJA LOKA","no",1746.15
2024,"GORENJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","ŠKOFJA LOKA","yes",271.327
2024,"GORENJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","ŽELEZNIKI","yes",21.297
2024,"GORENJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","ŽIRI","no",107.48
2024,"GORENJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","ŽIRI","yes",85.291
2024,"GORENJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","ŽIROVNICA","no",0.7
2024,"GORENJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","ŽIROVNICA","yes",62.557
2024,"GORENJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","BLED","yes",410.565
2024,"GORENJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","BOHINJ","yes",251.9
2024,"GORENJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","CERKLJE NA GORENJSKEM","yes",248.06
2024,"GORENJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","GORENJA VAS-POLJANE","yes",88.96
2024,"GORENJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","GORJE","yes",136.855
2024,"GORENJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","JESENICE","yes",923.656
2024,"GORENJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","JEZERSKO","yes",29.7
2024,"GORENJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","KRANJ","no",87.92
2024,"GORENJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","KRANJ","yes",1347.48
2024,"GORENJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","KRANJSKA GORA","yes",184.98
2024,"GORENJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","NAKLO","yes",112.44
2024,"GORENJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","RADOVLJICA","yes",752.38
2024,"GORENJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","TRŽIČ","yes",357.82
2024,"GORENJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","ŠENČUR","yes",188.64
2024,"GORENJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","ŽIRI","yes",131.62
2024,"GORENJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","ŽIROVNICA","no",38.36
2024,"GORENJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","ŽIROVNICA","yes",230.914
2024,"GORENJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","BLED","yes",206.04
2024,"GORENJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","BOHINJ","yes",293.35
2024,"GORENJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","CERKLJE NA GORENJSKEM","no",37.64
2024,"GORENJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","CERKLJE NA GORENJSKEM","yes",109.88
2024,"GORENJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","GORENJA VAS-POLJANE","yes",195.32
2024,"GORENJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","GORJE","yes",33.94
2024,"GORENJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","JESENICE","no",0.07
2024,"GORENJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","JESENICE","yes",708.27
2024,"GORENJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","KRANJ","yes",574.868
2024,"GORENJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","KRANJSKA GORA","yes",256.32
2024,"GORENJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","NAKLO","yes",34.14
2024,"GORENJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","PREDDVOR","yes",7.489
2024,"GORENJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","RADOVLJICA","yes",782.1
2024,"GORENJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","TRŽIČ","yes",345.06
2024,"GORENJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","ŠENČUR","yes",67.407
2024,"GORENJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","ŠKOFJA LOKA","no",21.92
2024,"GORENJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","ŠKOFJA LOKA","yes",516.7
2024,"GORENJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","ŽELEZNIKI","yes",69.18
2024,"GORENJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","ŽIRI","yes",52.06
2024,"GORENJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","ŽIROVNICA","yes",225.92
2024,"GORIŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","AJDOVŠČINA","no",34.26
2024,"GORIŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","AJDOVŠČINA","yes",187.425
2024,"GORIŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","BOVEC","yes",64.594
2024,"GORIŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","BRDA","no",56.303
2024,"GORIŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","BRDA","yes",171.774
2024,"GORIŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","CERKNO","yes",48.628
2024,"GORIŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","IDRIJA","no",48.461
2024,"GORIŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","IDRIJA","yes",117.668
2024,"GORIŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","KANAL","no",9.696
2024,"GORIŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","KANAL","yes",39.636
2024,"GORIŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","KOBARID","yes",57.141
2024,"GORIŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","MIREN-KOSTANJEVICA","no",152.334
2024,"GORIŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","MIREN-KOSTANJEVICA","yes",46.171
2024,"GORIŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","NOVA GORICA","no",492.305
2024,"GORIŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","NOVA GORICA","yes",455.29
2024,"GORIŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","RENČE-VOGRSKO","no",18.235
2024,"GORIŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","RENČE-VOGRSKO","yes",24.898
2024,"GORIŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","TOLMIN","no",24.76
2024,"GORIŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","TOLMIN","yes",126.703
2024,"GORIŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","VIPAVA","no",0.01
2024,"GORIŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","VIPAVA","yes",55.105
2024,"GORIŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","ŠEMPETER-VRTOJBA","no",144.268
2024,"GORIŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","ŠEMPETER-VRTOJBA","yes",61.392
2024,"GORIŠKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","AJDOVŠČINA","no",13.12
2024,"GORIŠKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","AJDOVŠČINA","yes",17.459
2024,"GORIŠKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","BRDA","no",8.88
2024,"GORIŠKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","IDRIJA","no",43.906
2024,"GORIŠKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","KANAL","no",51.36
2024,"GORIŠKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","KOBARID","no",18.52
2024,"GORIŠKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","NOVA GORICA","no",101.216
2024,"GORIŠKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","NOVA GORICA","yes",4.456
2024,"GORIŠKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","RENČE-VOGRSKO","no",12.36
2024,"GORIŠKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","TOLMIN","no",11.24
2024,"GORIŠKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","VIPAVA","yes",5.641
2024,"GORIŠKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","ŠEMPETER-VRTOJBA","no",2.715
2024,"GORIŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","AJDOVŠČINA","no",0.1
2024,"GORIŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","AJDOVŠČINA","yes",375.562
2024,"GORIŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","BOVEC","no",18.675
2024,"GORIŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","BOVEC","yes",80.352
2024,"GORIŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","BRDA","yes",71.403
2024,"GORIŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","CERKNO","yes",80.668
2024,"GORIŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","IDRIJA","no",0.673
2024,"GORIŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","IDRIJA","yes",205.592
2024,"GORIŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","KANAL","no",2.6
2024,"GORIŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","KANAL","yes",56.822
2024,"GORIŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","KOBARID","no",24.212
2024,"GORIŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","KOBARID","yes",71.08
2024,"GORIŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","MIREN-KOSTANJEVICA","yes",131.716
2024,"GORIŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","NOVA GORICA","no",17.36
2024,"GORIŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","NOVA GORICA","yes",497.476
2024,"GORIŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","RENČE-VOGRSKO","yes",47.038
2024,"GORIŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","TOLMIN","no",2.168
2024,"GORIŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","TOLMIN","yes",157.613
2024,"GORIŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","VIPAVA","no",25.4
2024,"GORIŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","VIPAVA","yes",114.584
2024,"GORIŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","ŠEMPETER-VRTOJBA","no",22.761
2024,"GORIŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","ŠEMPETER-VRTOJBA","yes",86.655
2024,"GORIŠKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","AJDOVŠČINA","yes",590.403
2024,"GORIŠKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","BOVEC","yes",142.958
2024,"GORIŠKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","BRDA","yes",225.61
2024,"GORIŠKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","CERKNO","yes",124.152
2024,"GORIŠKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","IDRIJA","yes",291.628
2024,"GORIŠKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","KANAL","no",8.92
2024,"GORIŠKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","KANAL","yes",205.751
2024,"GORIŠKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","KOBARID","yes",126.463
2024,"GORIŠKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","MIREN-KOSTANJEVICA","yes",162.77
2024,"GORIŠKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","NOVA GORICA","no",3.138
2024,"GORIŠKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","NOVA GORICA","yes",934.284
2024,"GORIŠKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","RENČE-VOGRSKO","yes",98.565
2024,"GORIŠKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","TOLMIN","no",3.78
2024,"GORIŠKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","TOLMIN","yes",280.419
2024,"GORIŠKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","VIPAVA","yes",156.547
2024,"GORIŠKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","ŠEMPETER-VRTOJBA","yes",178.61
2024,"GORIŠKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","AJDOVŠČINA","yes",103.402
2024,"GORIŠKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","BOVEC","yes",64.922
2024,"GORIŠKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","BRDA","yes",310.177
2024,"GORIŠKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","CERKNO","yes",154.105
2024,"GORIŠKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","IDRIJA","no",3.36
2024,"GORIŠKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","IDRIJA","yes",370.955
2024,"GORIŠKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","KANAL","yes",319.633
2024,"GORIŠKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","KOBARID","yes",57.431
2024,"GORIŠKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","MIREN-KOSTANJEVICA","yes",211.319
2024,"GORIŠKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","NOVA GORICA","yes",1010.609
2024,"GORIŠKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","RENČE-VOGRSKO","yes",137.189
2024,"GORIŠKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","TOLMIN","yes",127.447
2024,"GORIŠKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","VIPAVA","yes",22.323
2024,"GORIŠKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","ŠEMPETER-VRTOJBA","yes",55.39
2024,"JUGOVZHODNA SLOVENIJA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","DOLENJSKE TOPLICE","yes",49.203
2024,"JUGOVZHODNA SLOVENIJA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","KOSTEL","yes",19.84
2024,"JUGOVZHODNA SLOVENIJA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","KOČEVJE","yes",290.142
2024,"JUGOVZHODNA SLOVENIJA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","LOŠKI POTOK","yes",27.151
2024,"JUGOVZHODNA SLOVENIJA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","METLIKA","no",14.9
2024,"JUGOVZHODNA SLOVENIJA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","METLIKA","yes",166.255
2024,"JUGOVZHODNA SLOVENIJA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","MIRNA","yes",47.573
2024,"JUGOVZHODNA SLOVENIJA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","MIRNA PEČ","yes",40.51
2024,"JUGOVZHODNA SLOVENIJA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","MOKRONOG-TREBELNO","no",11.54
2024,"JUGOVZHODNA SLOVENIJA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","MOKRONOG-TREBELNO","yes",58.298
2024,"JUGOVZHODNA SLOVENIJA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","NOVO MESTO","no",6.04
2024,"JUGOVZHODNA SLOVENIJA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","NOVO MESTO","yes",550.024
2024,"JUGOVZHODNA SLOVENIJA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","RIBNICA","no",0.07
2024,"JUGOVZHODNA SLOVENIJA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","RIBNICA","yes",116.201
2024,"JUGOVZHODNA SLOVENIJA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","SEMIČ","yes",38.502
2024,"JUGOVZHODNA SLOVENIJA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","SODRAŽICA","no",0.58
2024,"JUGOVZHODNA SLOVENIJA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","SODRAŽICA","yes",27.407
2024,"JUGOVZHODNA SLOVENIJA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","STRAŽA","no",6.2
2024,"JUGOVZHODNA SLOVENIJA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","STRAŽA","yes",50.093
2024,"JUGOVZHODNA SLOVENIJA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","TREBNJE","yes",197.432
2024,"JUGOVZHODNA SLOVENIJA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","ČRNOMELJ","no",1.32
2024,"JUGOVZHODNA SLOVENIJA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","ČRNOMELJ","yes",120.796
2024,"JUGOVZHODNA SLOVENIJA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","ŠENTJERNEJ","yes",92.658
2024,"JUGOVZHODNA SLOVENIJA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","ŠENTRUPERT","no",12.24
2024,"JUGOVZHODNA SLOVENIJA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","ŠENTRUPERT","yes",48.313
2024,"JUGOVZHODNA SLOVENIJA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","ŠKOCJAN","no",17.6
2024,"JUGOVZHODNA SLOVENIJA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","ŠKOCJAN","yes",39.88
2024,"JUGOVZHODNA SLOVENIJA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","ŠMARJEŠKE TOPLICE","yes",45.685
2024,"JUGOVZHODNA SLOVENIJA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","ŽUŽEMBERK","no",8.9
2024,"JUGOVZHODNA SLOVENIJA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","ŽUŽEMBERK","yes",57.472
2024,"JUGOVZHODNA SLOVENIJA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","MOKRONOG-TREBELNO","no",0.48
2024,"JUGOVZHODNA SLOVENIJA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","RIBNICA","no",0.25
