"year","statistical_region","waste_code","type_of_waste","waste_category","name_of_municipality","waste_collected_public_service","waste_by_municipality"
2024,"POMURSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","MORAVSKE TOPLICE","yes",33.933
2024,"POMURSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","MURSKA SOBOTA","no",0.208
2024,"POMURSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","MURSKA SOBOTA","yes",123.38
2024,"POMURSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","ODRANCI","yes",3.228
2024,"POMURSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","PUCONCI","yes",64.03
2024,"POMURSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","RADENCI","no",1.52
2024,"POMURSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","RADENCI","yes",20.375
2024,"POMURSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","RAZKRIŽJE","yes",1.08
2024,"POMURSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","ROGAŠOVCI","yes",19
2024,"POMURSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","SVETI JURIJ OB ŠČAVNICI","yes",11.62
2024,"POMURSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","TIŠINA","yes",57.86
2024,"POMURSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","TURNIŠČE","no",4.775
2024,"POMURSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","TURNIŠČE","yes",2.155
2024,"POMURSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","VELIKA POLANA","no",2.19
2024,"POMURSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","VERŽEJ","yes",1.8
2024,"POMURSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","ČRENŠOVCI","yes",9.55
2024,"POMURSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","ŠALOVCI","yes",10.42
2024,"POMURSKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","GORNJA RADGONA","no",3.3
2024,"POMURSKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","LENDAVA","no",189.115
2024,"POMURSKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","LJUTOMER","no",0.5
2024,"POMURSKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","RADENCI","no",82.5
2024,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","APAČE","no",7.687
2024,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","APAČE","yes",28.121
2024,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","BELTINCI","no",7.136
2024,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","BELTINCI","yes",217.984
2024,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","CANKOVA","no",2.585
2024,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","CANKOVA","yes",17.887
2024,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","DOBROVNIK","no",28.248
2024,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","DOBROVNIK","yes",25.844
2024,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","GORNJA RADGONA","no",7.986
2024,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","GORNJA RADGONA","yes",194.39
2024,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","GORNJI PETROVCI","no",4.158
2024,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","GORNJI PETROVCI","yes",4.652
2024,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","GRAD","no",0.973
2024,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","GRAD","yes",20.541
2024,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","HODOŠ","yes",9.208
2024,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","KOBILJE","yes",6.125
2024,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","KRIŽEVCI","no",3.503
2024,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","KRIŽEVCI","yes",30.66
2024,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","KUZMA","no",0.155
2024,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","KUZMA","yes",20.125
2024,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","LENDAVA","no",58.723
2024,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","LENDAVA","yes",73
2024,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","LJUTOMER","no",21.307
2024,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","LJUTOMER","yes",125.865
2024,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","MORAVSKE TOPLICE","no",19.075
2024,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","MORAVSKE TOPLICE","yes",102.206
2024,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","MURSKA SOBOTA","no",117.337
2024,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","MURSKA SOBOTA","yes",625.82
2024,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","ODRANCI","no",9.387
2024,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","ODRANCI","yes",40.86
2024,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","PUCONCI","no",17.915
2024,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","PUCONCI","yes",46.61
2024,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","RADENCI","no",16.219
2024,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","RADENCI","yes",108.31
2024,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","RAZKRIŽJE","yes",10.782
2024,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","ROGAŠOVCI","no",3.122
2024,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","ROGAŠOVCI","yes",29.023
2024,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","SVETI JURIJ OB ŠČAVNICI","no",22.805
2024,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","SVETI JURIJ OB ŠČAVNICI","yes",43.78
2024,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","TIŠINA","no",8.77
2024,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","TIŠINA","yes",23.652
2024,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","TURNIŠČE","no",4.055
2024,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","TURNIŠČE","yes",36.288
2024,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","VELIKA POLANA","no",1.71
2024,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","VELIKA POLANA","yes",9.74
2024,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","VERŽEJ","no",5.8
2024,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","VERŽEJ","yes",16.5
2024,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","ČRENŠOVCI","no",14.482
2024,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","ČRENŠOVCI","yes",72.753
2024,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","ŠALOVCI","no",0.538
2024,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","ŠALOVCI","yes",4.641
2024,"POMURSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","BELTINCI","yes",182.264
2024,"POMURSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","CANKOVA","yes",31.57
2024,"POMURSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","DOBROVNIK","yes",26.925
2024,"POMURSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","GORNJA RADGONA","yes",97.04
2024,"POMURSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","GORNJI PETROVCI","yes",6.805
2024,"POMURSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","GRAD","yes",22.642
2024,"POMURSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","HODOŠ","yes",2.669
2024,"POMURSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","KOBILJE","yes",8.102
2024,"POMURSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","KUZMA","yes",17.653
2024,"POMURSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","MORAVSKE TOPLICE","yes",40.207
2024,"POMURSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","MURSKA SOBOTA","yes",353.62
2024,"POMURSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","ODRANCI","yes",22.62
2024,"POMURSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","PUCONCI","no",9.46
2024,"POMURSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","PUCONCI","yes",0.879
2024,"POMURSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","RADENCI","yes",81.22
2024,"POMURSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","ROGAŠOVCI","yes",20.44
2024,"POMURSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","SVETI JURIJ OB ŠČAVNICI","yes",22.79
2024,"POMURSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","TIŠINA","yes",54.5
2024,"POMURSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","TURNIŠČE","yes",29.024
2024,"POMURSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","VELIKA POLANA","yes",2.1
2024,"POMURSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","ČRENŠOVCI","yes",59.694
2024,"POMURSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","ŠALOVCI","yes",10.406
2024,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","APAČE","yes",254.96
2024,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","BELTINCI","yes",378.392
2024,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","CANKOVA","yes",70.546
2024,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","DOBROVNIK","yes",50.924
2024,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","GORNJA RADGONA","yes",255.69
2024,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","GORNJI PETROVCI","yes",43.192
2024,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","GRAD","yes",59.844
2024,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","HODOŠ","yes",12.084
2024,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","KOBILJE","yes",21.921
2024,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","KRIŽEVCI","yes",158.96
2024,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","KUZMA","yes",58.316
2024,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","LENDAVA","yes",240.42
2024,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","LJUTOMER","no",0.46
2024,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","LJUTOMER","yes",513.41
2024,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","MORAVSKE TOPLICE","yes",213.869
2024,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","MURSKA SOBOTA","yes",760.62
2024,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","ODRANCI","yes",57.191
2024,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","PUCONCI","no",10.46
2024,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","PUCONCI","yes",121.554
2024,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","RADENCI","no",6662.7
2024,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","RADENCI","yes",407.797
2024,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","RAZKRIŽJE","yes",55.11
2024,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","ROGAŠOVCI","yes",79.03
2024,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","SVETI JURIJ OB ŠČAVNICI","yes",107.76
2024,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","TIŠINA","yes",127.113
2024,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","TURNIŠČE","yes",103.721
2024,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","VELIKA POLANA","yes",33.08
2024,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","VERŽEJ","yes",59.08
2024,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","ČRENŠOVCI","yes",145.599
2024,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","ŠALOVCI","yes",36.364
2024,"POSAVSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","BISTRICA OB SOTLI","yes",8.941
2024,"POSAVSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","BREŽICE","no",291.833
2024,"POSAVSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","BREŽICE","yes",255.253
2024,"POSAVSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","KOSTANJEVICA NA KRKI","no",16.816
2024,"POSAVSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","KOSTANJEVICA NA KRKI","yes",10.1
2024,"POSAVSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","KRŠKO","no",429.925
2024,"POSAVSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","KRŠKO","yes",177.051
2024,"POSAVSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","RADEČE","no",51.676
2024,"POSAVSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","RADEČE","yes",50.109
2024,"POSAVSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","SEVNICA","no",132.694
2024,"POSAVSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","SEVNICA","yes",231.097
2024,"POSAVSKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","BREŽICE","no",88.52
2024,"POSAVSKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","KOSTANJEVICA NA KRKI","no",2.82
2024,"POSAVSKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","KRŠKO","no",70.356
2024,"POSAVSKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","RADEČE","no",0.1
2024,"POSAVSKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","SEVNICA","no",92.16
2024,"POSAVSKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","SEVNICA","yes",12.89
2024,"POSAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","BISTRICA OB SOTLI","no",4.509
2024,"POSAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","BISTRICA OB SOTLI","yes",6.945
2024,"POSAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","BREŽICE","no",201.777
2024,"POSAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","BREŽICE","yes",150.863
2024,"POSAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","KOSTANJEVICA NA KRKI","no",5.228
2024,"POSAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","KOSTANJEVICA NA KRKI","yes",10.92
2024,"POSAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","KRŠKO","no",343.899
2024,"POSAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","KRŠKO","yes",676.807
2024,"POSAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","RADEČE","no",12.357
2024,"POSAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","RADEČE","yes",42.195
2024,"POSAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","SEVNICA","no",60.426
2024,"POSAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","SEVNICA","yes",118.988
2024,"POSAVSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","BISTRICA OB SOTLI","yes",4.783
2024,"POSAVSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","BREŽICE","no",169.982
2024,"POSAVSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","BREŽICE","yes",664.76
2024,"POSAVSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","KOSTANJEVICA NA KRKI","yes",36.36
2024,"POSAVSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","KRŠKO","no",117.02
2024,"POSAVSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","KRŠKO","yes",1183.302
2024,"POSAVSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","RADEČE","no",139.396
2024,"POSAVSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","RADEČE","yes",94.06
2024,"POSAVSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","SEVNICA","no",36.98
2024,"POSAVSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","SEVNICA","yes",274.56
2024,"POSAVSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","BISTRICA OB SOTLI","yes",54.44
2024,"POSAVSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","BREŽICE","no",26.84
2024,"POSAVSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","BREŽICE","yes",1419.94
2024,"POSAVSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","KOSTANJEVICA NA KRKI","yes",33.9
2024,"POSAVSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","KRŠKO","yes",1447.4
2024,"POSAVSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","RADEČE","yes",50.46
2024,"POSAVSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","SEVNICA","yes",149.28
2024,"PRIMORSKONOTRANJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","BLOKE","yes",68.631
2024,"PRIMORSKONOTRANJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","CERKNICA","no",5.24
2024,"PRIMORSKONOTRANJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","CERKNICA","yes",126.919
2024,"PRIMORSKONOTRANJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","ILIRSKA BISTRICA","no",4.03
2024,"PRIMORSKONOTRANJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","ILIRSKA BISTRICA","yes",121.066
2024,"PRIMORSKONOTRANJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","LOŠKA DOLINA","yes",27.86
2024,"PRIMORSKONOTRANJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","PIVKA","yes",39.516
2024,"PRIMORSKONOTRANJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","POSTOJNA","no",5.14
2024,"PRIMORSKONOTRANJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","POSTOJNA","yes",105.46
2024,"PRIMORSKONOTRANJSKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","BLOKE","no",43
2024,"PRIMORSKONOTRANJSKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","CERKNICA","no",123.065
2024,"PRIMORSKONOTRANJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","BLOKE","yes",6.28
2024,"PRIMORSKONOTRANJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","CERKNICA","no",116.84
2024,"PRIMORSKONOTRANJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","CERKNICA","yes",125.32
2024,"PRIMORSKONOTRANJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","ILIRSKA BISTRICA","no",0.694
2024,"PRIMORSKONOTRANJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","ILIRSKA BISTRICA","yes",117.15
2024,"PRIMORSKONOTRANJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","LOŠKA DOLINA","yes",27.509
2024,"PRIMORSKONOTRANJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","PIVKA","no",12.27
2024,"PRIMORSKONOTRANJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","PIVKA","yes",104.35
2024,"PRIMORSKONOTRANJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","POSTOJNA","no",6.339
2024,"PRIMORSKONOTRANJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","POSTOJNA","yes",276
2024,"PRIMORSKONOTRANJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","BLOKE","yes",36.88
2024,"PRIMORSKONOTRANJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","CERKNICA","no",0.41
2024,"PRIMORSKONOTRANJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","CERKNICA","yes",365.253
2024,"PRIMORSKONOTRANJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","ILIRSKA BISTRICA","yes",236.27
2024,"PRIMORSKONOTRANJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","LOŠKA DOLINA","yes",80.177
2024,"PRIMORSKONOTRANJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","PIVKA","yes",202.85
2024,"PRIMORSKONOTRANJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","POSTOJNA","no",4.72
2024,"PRIMORSKONOTRANJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","POSTOJNA","yes",484.91
2024,"PRIMORSKONOTRANJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","BLOKE","yes",86.8
2024,"PRIMORSKONOTRANJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","CERKNICA","no",0.02
2024,"PRIMORSKONOTRANJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","CERKNICA","yes",629.76
2024,"PRIMORSKONOTRANJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","ILIRSKA BISTRICA","yes",378.2
2024,"PRIMORSKONOTRANJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","LOŠKA DOLINA","yes",138.24
2024,"PRIMORSKONOTRANJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","PIVKA","yes",313.32
2024,"PRIMORSKONOTRANJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","POSTOJNA","yes",623.47
2024,"SAVINJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","BRASLOVČE","no",26.68
2024,"SAVINJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","BRASLOVČE","yes",72.595
2024,"SAVINJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","CELJE","no",534.738
2024,"SAVINJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","CELJE","yes",847.514
2024,"SAVINJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","DOBJE","yes",73.198
2024,"SAVINJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","DOBRNA","yes",5.39
2024,"SAVINJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","GORNJI GRAD","yes",30.598
