year,statistical_region,treatment_inlet_delivered_waste_code,input_waste_name,waste_category,treatment_outlet_delivered_waste_code,output_waste_name,waste_category_1,waste_handed_to_collectors_RS,waste_delivered_to_operators_RS,waste_sent_to_EU,waste_sent_to_non_EU
2022,POSAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,03 03 07,Mechanically Separated Rejects from Pulping (03 03 07),Wood/Paper Production Waste,0,16.735,0,0
2022,POSAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,03 03 07,Mechanically Separated Rejects from Pulping (03 03 07),Wood/Paper Production Waste,0,0,0,0
2022,POSAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,03 03 10,Fiber Rejects and Sludge from Mechanical Separation (03 03 10),Wood/Paper Production Waste,0,2118.263,0,0
2022,POSAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,03 03 10,Fiber Rejects and Sludge from Mechanical Separation (03 03 10),Wood/Paper Production Waste,0,0,0,0
2022,POSAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,19 12 02,Ferrous Metals from Mechanical Treatment (19 12 02),Waste Treatment Residues,0,19.65,0,0
2022,POSAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0,0,1169.3,0
2022,POSAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,0,0,235.94,0
2022,POSAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,0,232.46,0,0
2022,POSAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,19 12 12,Other Mechanically Treated Waste (19 12 12),Waste Treatment Residues,0,0,344.178,0
2022,POSAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,0,0,0,0
2022,POSAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,19 12 12,Other Mechanically Treated Waste (19 12 12),Waste Treatment Residues,0,0,4987.12,0
2022,PRIMORSKO-NOTRANJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0,204.76,0,0
2022,PRIMORSKO-NOTRANJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0,0,0,0
2022,PRIMORSKO-NOTRANJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,0,0,0,0
2022,PRIMORSKO-NOTRANJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,0,0,0,0
2022,SAVINJSKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,0.6,0,0,0
2022,SAVINJSKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,0,0,0,0
2022,SAVINJSKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,19 12 04,Plastics and Rubber from Mechanical Treatment (19 12 04),Waste Treatment Residues,0,40.59,0,0
2022,SAVINJSKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,19 12 04,Plastics and Rubber from Mechanical Treatment (19 12 04),Waste Treatment Residues,0,0,0,0
2022,SAVINJSKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,0,105.234,1462.12,0
2022,SAVINJSKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,0,0,276.13,0
2022,SAVINJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0,8.14,0,0
2022,SAVINJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,11.3,0,0,0
2022,SAVINJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,19 12 04,Plastics and Rubber from Mechanical Treatment (19 12 04),Waste Treatment Residues,0,2.73,0,0
2022,SAVINJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,19 12 04,Plastics and Rubber from Mechanical Treatment (19 12 04),Waste Treatment Residues,0,0,0,0
2022,SAVINJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0,0,15585.457,407.82
2022,SAVINJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0,709.958,0,0
2022,SAVINJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,382.436,0,0,0
2022,SAVINJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,0,2140.131,0,0
2022,SAVINJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,3.535,0,0,0
2022,SAVINJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,0,0,0,0
2022,SAVINJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,10 01 01,"Ash, slag and boiler dust (excluding boiler dust listed under 10 01 04) (10 01 01)",Thermal Process Waste,21.83,0,0,0
2022,SAVINJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,0,547.36,0,0
2022,SAVINJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,0,2761.18,71.56,0
2022,SAVINJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,0,0,0,0
2022,SAVINJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,0,0,332.564,0
2022,SAVINJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,19 12 12,Other Mechanically Treated Waste (19 12 12),Waste Treatment Residues,0,5.508,0,0
2022,SAVINJSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,0,0,0,0
2022,SAVINJSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,19 12 12,Other Mechanically Treated Waste (19 12 12),Waste Treatment Residues,0,33.52,0,0
2022,SAVINJSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,0,0,66.127,0
2022,SAVINJSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,0,0,0,0
2022,SAVINJSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,19 12 04,Plastics and Rubber from Mechanical Treatment (19 12 04),Waste Treatment Residues,0,2.42,0,0
2022,SAVINJSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,19 12 04,Plastics and Rubber from Mechanical Treatment (19 12 04),Waste Treatment Residues,0,0,0,0
2022,SAVINJSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,0,0,0,0
2022,SAVINJSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,84.6,0,0,0
2022,SAVINJSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,0,0,41.56,0
2022,SAVINJSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,0,0,1256.73,0
2022,SAVINJSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,0,0,760.053,0
2022,SAVINJSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,0,0,0,0
2022,SAVINJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0,0,601.281,0
2022,SAVINJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0,1082.911,0,0
2022,SAVINJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,0,0,285.188,0
2022,SAVINJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,0,0,3507.42,0
2022,SAVINJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,19 12 12,Other Mechanically Treated Waste (19 12 12),Waste Treatment Residues,0,331.772,0,0
2022,SAVINJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,0,333.26,3149.92,0
2022,SAVINJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,16.823,0,0,0
2022,SAVINJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,10 01 01,"Ash, slag and boiler dust (excluding boiler dust listed under 10 01 04) (10 01 01)",Thermal Process Waste,2.33,0,0,0
2022,SAVINJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,19 05 03,Compost Not Meeting Specifications (19 05 03),Waste Treatment Residues,0,27.2,0,0
2022,SAVINJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,19 05 03,Compost Not Meeting Specifications (19 05 03),Waste Treatment Residues,0,0,0,0
2022,SAVINJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,19 12 12,Other Mechanically Treated Waste (19 12 12),Waste Treatment Residues,0,190.42,0,0
2022,SAVINJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,0,0,42.086,0
2022,SAVINJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,19 05 03,Compost Not Meeting Specifications (19 05 03),Waste Treatment Residues,0,5.38,0,0
2022,SAVINJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,19 05 03,Compost Not Meeting Specifications (19 05 03),Waste Treatment Residues,0,0,0,0
2022,SAVINJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,0,791.74,0,0
2022,SAVINJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,53.78,0,0,0
2022,SAVINJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,19 12 12,Other Mechanically Treated Waste (19 12 12),Waste Treatment Residues,0,11509.25,0,0
2022,SAVINJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,19 12 12,Other Mechanically Treated Waste (19 12 12),Waste Treatment Residues,0,19.992,0,0
2022,ZASAVSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,0,0,0,0
2022,ZASAVSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,0,0,0,0
2022,ZASAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,0,0,0,0
2022,ZASAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,0,19.82,0,0
2022,ZASAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,12 01 04,Non-Ferrous Metal Dust and Particles (12 01 04),Metal/Plastic Processing Waste,1.623,0,0,0
2022,ZASAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,15 01 04,Metal Packaging (15 01 04),Packaging Waste,7.42,0,0,0
2022,ZASAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,16 01 03,End-of-Life Tyres (16 01 03),Miscellaneous Waste,23.5,0,0,0
2022,ZASAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,0,52.14,0,0
2022,ZASAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,20 01 23*,Discarded Equipment Containing CFCs (20 01 23*),Municipal Waste,6.26,0,0,0
2022,ZASAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,20 01 36,Non-Hazardous Waste Electrical Equipment (20 01 36),Municipal Waste,5.26,0,0,0
2022,ZASAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,20 01 39,Plastics from Municipal Waste (20 01 39),Municipal Waste,0,0.098,0,0
2022,ZASAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,20 02 03,Non-biodegradable Garden and Park Waste (20 02 03),Municipal Waste,2.78,0,0,0
2023,GORENJSKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,10 01 01,"Ash, slag and boiler dust (excluding boiler dust listed under 10 01 04) (10 01 01)",Thermal Process Waste,0,525.642,0,0
2023,GORENJSKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,0,0,209.921,0
2023,GORENJSKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,0,133.82,0,0
2023,GORENJSKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,19 12 12,Other Mechanically Treated Waste (19 12 12),Waste Treatment Residues,0,32.54,0,0
2023,GORENJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0,0,316.24,0
2023,GORENJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0,0,0,0
2023,GORENJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,0,20.25,629.1,0
2023,GORENJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,19 12 12,Other Mechanically Treated Waste (19 12 12),Waste Treatment Residues,0,2463.271,0,0
2023,GORENJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,19 12 12,Other Mechanically Treated Waste (19 12 12),Waste Treatment Residues,0,1.82,0,0
2023,GORENJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,10 01 01,"Ash, slag and boiler dust (excluding boiler dust listed under 10 01 04) (10 01 01)",Thermal Process Waste,0,34,0,0
2023,GORENJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,0,0,0,0
2023,GORENJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,0,477.7,0,0
2023,GORENJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,0,661.42,0,0
2023,GORENJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,0,642.732,0,0
2023,GORENJSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,0,0,0,0
2023,GORENJSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,10 01 01,"Ash, slag and boiler dust (excluding boiler dust listed under 10 01 04) (10 01 01)",Thermal Process Waste,0,1445.98,0,0
2023,GORENJSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,0,0,35.51,0
2023,GORENJSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,0,1.956,0,0
2023,GORENJSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,0,139.63,0,0
2023,GORENJSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,19 12 12,Other Mechanically Treated Waste (19 12 12),Waste Treatment Residues,0,20.24,0,0
2023,GORENJSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,0,20.228,0,0
2023,GORENJSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,0,143.75,0,0
2023,GORENJSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,0,0,0,0
2023,GORENJSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,10 01 01,"Ash, slag and boiler dust (excluding boiler dust listed under 10 01 04) (10 01 01)",Thermal Process Waste,0,303.18,0,0
2023,GORENJSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,0,0,2939.66,0
2023,GORENJSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,19 10 06,Other Fractions from Shredding (19 10 06),Waste Treatment Residues,0,0,0,0
2023,GORENJSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,0,0,0,0
2023,GORENJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,0,4.339,0,0
2023,GORENJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,19 12 12,Other Mechanically Treated Waste (19 12 12),Waste Treatment Residues,0,1545.559,0,0
2023,GORENJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,0,207.537,0,0
2023,GORENJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,0,19.14,0,0
2023,GORENJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,0,0,7699.5,0
2023,GORENJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,0,0,42.1,0
2023,GORENJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,33.846,0,0,0
2023,GORENJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,0,0,0,0
2023,GORENJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,0,247.08,0,0
2023,GORENJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,0,0,0,0
2023,GORENJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,19 10 01,Ferrous Metal Waste from Shredding (19 10 01),Waste Treatment Residues,0,0,2.555,0
2023,GORENJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,19 10 02,Non-Ferrous Metal Waste from Shredding (19 10 02),Waste Treatment Residues,0,26.14,0,0
2023,GORENJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,2.52,0,0,0
2023,GORENJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,88.06,0,0,0
2023,GORENJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,20 01 40,Metals from Municipal Waste (20 01 40),Municipal Waste,2.3,0,0,0
2023,GORIŠKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,0,0,0,0
2023,GORIŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0,223.1,0,0
2023,GORIŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0,844.689,0,0
2023,GORIŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0,0,2877.383,0
2023,GORIŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0,338.527,0,0
2023,GORIŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0,0,0,0
2023,GORIŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,0,0.117,0,0
2023,GORIŠKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,0,716.74,0,0
2023,GORIŠKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,0,3.56,0,0
2023,GORIŠKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,0,0,0,0
2023,GORIŠKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,19 12 12,Other Mechanically Treated Waste (19 12 12),Waste Treatment Residues,0,17.221,0,0
2023,GORIŠKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,0,5.363,0,0
2023,GORIŠKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,0,9.762,0,0
2023,GORIŠKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,0,0.49,0,0
2023,GORIŠKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,0,0,0,0
2023,GORIŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,0,608.128,0,0
2023,GORIŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,0,878.161,0,0
2023,GORIŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,0,118.46,0,0
2023,GORIŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,0,661.768,0,0
2023,GORIŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,0,43.13,20.315,0
2023,GORIŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,0,1.169,0,0
2023,GORIŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,0,0,0,0
