year,statistical_region,name_of_municipality,type_of_waste,waste_category,waste_by_municipality
2018,KOROŠKA,DRAVOGRAD,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,8.66
2018,KOROŠKA,MEŽICA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,21.119
2018,KOROŠKA,MISLINJA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,1.34
2018,KOROŠKA,MUTA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,7.367
2018,KOROŠKA,PODVELKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,8.082
2018,KOROŠKA,PREVALJE,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,37.932
2018,KOROŠKA,RADLJE OB DRAVI,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,30.348
2018,KOROŠKA,RAVNE NA KOROŠKEM,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,67.546
2018,KOROŠKA,RIBNICA NA POHORJU,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,1.704
2018,KOROŠKA,SLOVENJ GRADEC,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,5.36
2018,KOROŠKA,VUZENICA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,7.477
2018,KOROŠKA,ČRNA NA KOROŠKEM,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,19.423
2018,KOROŠKA,PREVALJE,Wooden Packaging (15 01 03),Packaging Waste,18.388
2018,OBALNOKRAŠKA,ANKARAN,Bulky Municipal Waste (20 03 07),Municipal Waste,18.73
2018,OBALNOKRAŠKA,DIVAČA,Bulky Municipal Waste (20 03 07),Municipal Waste,38.465
2018,OBALNOKRAŠKA,HRPELJE-KOZINA,Bulky Municipal Waste (20 03 07),Municipal Waste,60.305
2018,OBALNOKRAŠKA,IZOLA,Bulky Municipal Waste (20 03 07),Municipal Waste,252.32
2018,OBALNOKRAŠKA,KOMEN,Bulky Municipal Waste (20 03 07),Municipal Waste,28.905
2018,OBALNOKRAŠKA,KOPER,Bulky Municipal Waste (20 03 07),Municipal Waste,449.63
2018,OBALNOKRAŠKA,PIRAN,Bulky Municipal Waste (20 03 07),Municipal Waste,278.56
2018,OBALNOKRAŠKA,SEŽANA,Bulky Municipal Waste (20 03 07),Municipal Waste,152.685
2018,OBALNOKRAŠKA,ANKARAN,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,108.61
2018,OBALNOKRAŠKA,DIVAČA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,59.553
2018,OBALNOKRAŠKA,HRPELJE-KOZINA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,93.366
2018,OBALNOKRAŠKA,IZOLA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,588.62
2018,OBALNOKRAŠKA,KOMEN,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,44.752
2018,OBALNOKRAŠKA,KOPER,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,1703.01
2018,OBALNOKRAŠKA,PIRAN,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,650.79
2018,OBALNOKRAŠKA,SEŽANA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,236.389
2018,OBALNOKRAŠKA,ANKARAN,Paper and Cardboard Packaging (15 01 01),Packaging Waste,43.852000000000004
2018,OBALNOKRAŠKA,DIVAČA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,30.704
2018,OBALNOKRAŠKA,HRPELJE-KOZINA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,53.669000000000004
2018,OBALNOKRAŠKA,IZOLA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,164.721
2018,OBALNOKRAŠKA,KOMEN,Paper and Cardboard Packaging (15 01 01),Packaging Waste,23.726
2018,OBALNOKRAŠKA,KOPER,Paper and Cardboard Packaging (15 01 01),Packaging Waste,300.25399999999996
2018,OBALNOKRAŠKA,PIRAN,Paper and Cardboard Packaging (15 01 01),Packaging Waste,568.644
2018,OBALNOKRAŠKA,SEŽANA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,134.28
2018,OBALNOKRAŠKA,ANKARAN,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,43.21
2018,OBALNOKRAŠKA,DIVAČA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,110.809
2018,OBALNOKRAŠKA,HRPELJE-KOZINA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,173.725
2018,OBALNOKRAŠKA,IZOLA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,408.269
2018,OBALNOKRAŠKA,KOMEN,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,83.269
2018,OBALNOKRAŠKA,KOPER,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,1269.756
2018,OBALNOKRAŠKA,PIRAN,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,174.854
2018,OBALNOKRAŠKA,SEŽANA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,439.845
2018,OBALNOKRAŠKA,IZOLA,Wooden Packaging (15 01 03),Packaging Waste,17.17
2018,OBALNOKRAŠKA,KOPER,Wooden Packaging (15 01 03),Packaging Waste,0.56
2018,OSREDNJESLOVENSKA,BOROVNICA,Bulky Municipal Waste (20 03 07),Municipal Waste,32.592
2018,OSREDNJESLOVENSKA,BREZOVICA,Bulky Municipal Waste (20 03 07),Municipal Waste,185.74
2018,OSREDNJESLOVENSKA,DOBREPOLJE,Bulky Municipal Waste (20 03 07),Municipal Waste,28.896
2018,OSREDNJESLOVENSKA,DOBROVA-POLHOV GRADEC,Bulky Municipal Waste (20 03 07),Municipal Waste,62.66
2018,OSREDNJESLOVENSKA,DOL PRI LJUBLJANI,Bulky Municipal Waste (20 03 07),Municipal Waste,53.98
2018,OSREDNJESLOVENSKA,DOMŽALE,Bulky Municipal Waste (20 03 07),Municipal Waste,673.896
2018,OSREDNJESLOVENSKA,GROSUPLJE,Bulky Municipal Waste (20 03 07),Municipal Waste,259.642
2018,OSREDNJESLOVENSKA,HORJUL,Bulky Municipal Waste (20 03 07),Municipal Waste,49.36
2018,OSREDNJESLOVENSKA,IG,Bulky Municipal Waste (20 03 07),Municipal Waste,182.24
2018,OSREDNJESLOVENSKA,IVANČNA GORICA,Bulky Municipal Waste (20 03 07),Municipal Waste,170.622
2018,OSREDNJESLOVENSKA,KAMNIK,Bulky Municipal Waste (20 03 07),Municipal Waste,1099.54
2018,OSREDNJESLOVENSKA,KOMENDA,Bulky Municipal Waste (20 03 07),Municipal Waste,205.22
2018,OSREDNJESLOVENSKA,LJUBLJANA,Bulky Municipal Waste (20 03 07),Municipal Waste,6566.3
2018,OSREDNJESLOVENSKA,LOG-DRAGOMER,Bulky Municipal Waste (20 03 07),Municipal Waste,30.675
2018,OSREDNJESLOVENSKA,LOGATEC,Bulky Municipal Waste (20 03 07),Municipal Waste,286.91
2018,OSREDNJESLOVENSKA,LUKOVICA,Bulky Municipal Waste (20 03 07),Municipal Waste,89.349
2018,OSREDNJESLOVENSKA,MEDVODE,Bulky Municipal Waste (20 03 07),Municipal Waste,233.42
2018,OSREDNJESLOVENSKA,MENGEŠ,Bulky Municipal Waste (20 03 07),Municipal Waste,134.023
2018,OSREDNJESLOVENSKA,MORAVČE,Bulky Municipal Waste (20 03 07),Municipal Waste,89.349
2018,OSREDNJESLOVENSKA,TRZIN,Bulky Municipal Waste (20 03 07),Municipal Waste,134.023
2018,OSREDNJESLOVENSKA,VELIKE LAŠČE,Bulky Municipal Waste (20 03 07),Municipal Waste,102.5
2018,OSREDNJESLOVENSKA,VODICE,Bulky Municipal Waste (20 03 07),Municipal Waste,124.26
2018,OSREDNJESLOVENSKA,VRHNIKA,Bulky Municipal Waste (20 03 07),Municipal Waste,128.453
2018,OSREDNJESLOVENSKA,ŠKOFLJICA,Bulky Municipal Waste (20 03 07),Municipal Waste,85.1
2018,OSREDNJESLOVENSKA,ŠMARTNO PRI LITIJI,Bulky Municipal Waste (20 03 07),Municipal Waste,158.54
2018,OSREDNJESLOVENSKA,BOROVNICA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,112.985
2018,OSREDNJESLOVENSKA,BREZOVICA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,100.5
2018,OSREDNJESLOVENSKA,DOBREPOLJE,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,10.875
2018,OSREDNJESLOVENSKA,DOMŽALE,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,1.026
2018,OSREDNJESLOVENSKA,GROSUPLJE,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,350.636
2018,OSREDNJESLOVENSKA,IG,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,83.18
2018,OSREDNJESLOVENSKA,IVANČNA GORICA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,181.039
2018,OSREDNJESLOVENSKA,KAMNIK,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,91.54
2018,OSREDNJESLOVENSKA,KOMENDA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,30.54
2018,OSREDNJESLOVENSKA,LJUBLJANA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,5065.44
2018,OSREDNJESLOVENSKA,LOG-DRAGOMER,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,106.339
2018,OSREDNJESLOVENSKA,LOGATEC,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,294.23
2018,OSREDNJESLOVENSKA,LUKOVICA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,0.137
2018,OSREDNJESLOVENSKA,MEDVODE,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,183.06
2018,OSREDNJESLOVENSKA,MENGEŠ,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,0.205
2018,OSREDNJESLOVENSKA,MORAVČE,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,0.137
2018,OSREDNJESLOVENSKA,TRZIN,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,0.205
2018,OSREDNJESLOVENSKA,VELIKE LAŠČE,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,52.14
2018,OSREDNJESLOVENSKA,VODICE,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,71.32
2018,OSREDNJESLOVENSKA,VRHNIKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,445.296
2018,OSREDNJESLOVENSKA,ŠKOFLJICA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,84.36
2018,OSREDNJESLOVENSKA,ŠMARTNO PRI LITIJI,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,66.21
2018,OSREDNJESLOVENSKA,BOROVNICA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,25.018
2018,OSREDNJESLOVENSKA,BREZOVICA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,62.365
2018,OSREDNJESLOVENSKA,DOBREPOLJE,Paper and Cardboard Packaging (15 01 01),Packaging Waste,18.781
2018,OSREDNJESLOVENSKA,DOBROVA-POLHOV GRADEC,Paper and Cardboard Packaging (15 01 01),Packaging Waste,20.389
2018,OSREDNJESLOVENSKA,DOL PRI LJUBLJANI,Paper and Cardboard Packaging (15 01 01),Packaging Waste,17.591
2018,OSREDNJESLOVENSKA,DOMŽALE,Paper and Cardboard Packaging (15 01 01),Packaging Waste,387.432
2018,OSREDNJESLOVENSKA,GROSUPLJE,Paper and Cardboard Packaging (15 01 01),Packaging Waste,173.634
2018,OSREDNJESLOVENSKA,HORJUL,Paper and Cardboard Packaging (15 01 01),Packaging Waste,9.476999999999999
2018,OSREDNJESLOVENSKA,IG,Paper and Cardboard Packaging (15 01 01),Packaging Waste,36.626000000000005
2018,OSREDNJESLOVENSKA,IVANČNA GORICA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,98.94699999999999
2018,OSREDNJESLOVENSKA,KAMNIK,Paper and Cardboard Packaging (15 01 01),Packaging Waste,116.55
2018,OSREDNJESLOVENSKA,KOMENDA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,44.582
2018,OSREDNJESLOVENSKA,LJUBLJANA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,3136.23
2018,OSREDNJESLOVENSKA,LOG-DRAGOMER,Paper and Cardboard Packaging (15 01 01),Packaging Waste,22.925
2018,OSREDNJESLOVENSKA,LOGATEC,Paper and Cardboard Packaging (15 01 01),Packaging Waste,138.718
2018,OSREDNJESLOVENSKA,LUKOVICA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,61.263
2018,OSREDNJESLOVENSKA,MEDVODE,Paper and Cardboard Packaging (15 01 01),Packaging Waste,53.762
2018,OSREDNJESLOVENSKA,MENGEŠ,Paper and Cardboard Packaging (15 01 01),Packaging Waste,80.541
2018,OSREDNJESLOVENSKA,MORAVČE,Paper and Cardboard Packaging (15 01 01),Packaging Waste,51.532
2018,OSREDNJESLOVENSKA,TRZIN,Paper and Cardboard Packaging (15 01 01),Packaging Waste,79.692
2018,OSREDNJESLOVENSKA,VELIKE LAŠČE,Paper and Cardboard Packaging (15 01 01),Packaging Waste,16.553
2018,OSREDNJESLOVENSKA,VODICE,Paper and Cardboard Packaging (15 01 01),Packaging Waste,13.742
2018,OSREDNJESLOVENSKA,VRHNIKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,99.574
2018,OSREDNJESLOVENSKA,ŠKOFLJICA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,35.102
2018,OSREDNJESLOVENSKA,ŠMARTNO PRI LITIJI,Paper and Cardboard Packaging (15 01 01),Packaging Waste,35.604
2018,OSREDNJESLOVENSKA,BOROVNICA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,134.932
2018,OSREDNJESLOVENSKA,BREZOVICA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,268.669
2018,OSREDNJESLOVENSKA,DOBREPOLJE,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,58.837
2018,OSREDNJESLOVENSKA,DOBROVA-POLHOV GRADEC,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,89.669
2018,OSREDNJESLOVENSKA,DOL PRI LJUBLJANI,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,76.045
2018,OSREDNJESLOVENSKA,DOMŽALE,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,648.092
2018,OSREDNJESLOVENSKA,GROSUPLJE,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,525.406
2018,OSREDNJESLOVENSKA,HORJUL,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,41.474
2018,OSREDNJESLOVENSKA,IG,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,159.041
2018,OSREDNJESLOVENSKA,IVANČNA GORICA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,326.423
2018,OSREDNJESLOVENSKA,KAMNIK,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,393.39
2018,OSREDNJESLOVENSKA,KOMENDA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,167.91
2018,OSREDNJESLOVENSKA,LJUBLJANA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,10208.521
2018,OSREDNJESLOVENSKA,LOG-DRAGOMER,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,126.994
2018,OSREDNJESLOVENSKA,LOGATEC,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,209.661
2018,OSREDNJESLOVENSKA,LUKOVICA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,86.412
2018,OSREDNJESLOVENSKA,MEDVODE,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,225.695
2018,OSREDNJESLOVENSKA,MENGEŠ,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,129.618
2018,OSREDNJESLOVENSKA,MORAVČE,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,86.412
2018,OSREDNJESLOVENSKA,TRZIN,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,129.618
2018,OSREDNJESLOVENSKA,VELIKE LAŠČE,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,65.69
2018,OSREDNJESLOVENSKA,VODICE,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,60.436
2018,OSREDNJESLOVENSKA,VRHNIKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,531.789
2018,OSREDNJESLOVENSKA,ŠKOFLJICA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,141.549
2018,OSREDNJESLOVENSKA,ŠMARTNO PRI LITIJI,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,34.83
2018,OSREDNJESLOVENSKA,BOROVNICA,Wooden Packaging (15 01 03),Packaging Waste,0.078
2018,OSREDNJESLOVENSKA,DOBREPOLJE,Wooden Packaging (15 01 03),Packaging Waste,1.033
2018,OSREDNJESLOVENSKA,GROSUPLJE,Wooden Packaging (15 01 03),Packaging Waste,33.6
2018,OSREDNJESLOVENSKA,IVANČNA GORICA,Wooden Packaging (15 01 03),Packaging Waste,17.727
2018,OSREDNJESLOVENSKA,KOMENDA,Wooden Packaging (15 01 03),Packaging Waste,46
2018,OSREDNJESLOVENSKA,LJUBLJANA,Wooden Packaging (15 01 03),Packaging Waste,274.523
2018,OSREDNJESLOVENSKA,LOG-DRAGOMER,Wooden Packaging (15 01 03),Packaging Waste,0.073
2018,OSREDNJESLOVENSKA,MENGEŠ,Wooden Packaging (15 01 03),Packaging Waste,22.382
2018,OSREDNJESLOVENSKA,VRHNIKA,Wooden Packaging (15 01 03),Packaging Waste,0.308
2018,PODRAVSKA,BENEDIKT,Bulky Municipal Waste (20 03 07),Municipal Waste,67.68
2018,PODRAVSKA,CERKVENJAK,Bulky Municipal Waste (20 03 07),Municipal Waste,80.19
2018,PODRAVSKA,CIRKULANE,Bulky Municipal Waste (20 03 07),Municipal Waste,26.239
2018,PODRAVSKA,DESTRNIK,Bulky Municipal Waste (20 03 07),Municipal Waste,17.224
2018,PODRAVSKA,DORNAVA,Bulky Municipal Waste (20 03 07),Municipal Waste,25.842
2018,PODRAVSKA,DUPLEK,Bulky Municipal Waste (20 03 07),Municipal Waste,168.584
2018,PODRAVSKA,GORIŠNICA,Bulky Municipal Waste (20 03 07),Municipal Waste,62.511
2018,PODRAVSKA,HAJDINA,Bulky Municipal Waste (20 03 07),Municipal Waste,92.988
2018,PODRAVSKA,HOČE-SLIVNICA,Bulky Municipal Waste (20 03 07),Municipal Waste,346.334
2018,PODRAVSKA,JURŠINCI,Bulky Municipal Waste (20 03 07),Municipal Waste,40.919
2018,PODRAVSKA,KIDRIČEVO,Bulky Municipal Waste (20 03 07),Municipal Waste,239.472
2018,PODRAVSKA,KUNGOTA,Bulky Municipal Waste (20 03 07),Municipal Waste,147.48
2018,PODRAVSKA,LENART,Bulky Municipal Waste (20 03 07),Municipal Waste,370.594
2018,PODRAVSKA,LOVRENC NA POHORJU,Bulky Municipal Waste (20 03 07),Municipal Waste,83.22
2018,PODRAVSKA,MAJŠPERK,Bulky Municipal Waste (20 03 07),Municipal Waste,84.096
2018,PODRAVSKA,MAKOLE,Bulky Municipal Waste (20 03 07),Municipal Waste,1.134
2018,PODRAVSKA,MARIBOR,Bulky Municipal Waste (20 03 07),Municipal Waste,2071.58
2018,PODRAVSKA,MARKOVCI,Bulky Municipal Waste (20 03 07),Municipal Waste,71.133
2018,PODRAVSKA,MIKLAVŽ NA DRAVSKEM POLJU,Bulky Municipal Waste (20 03 07),Municipal Waste,80.46
2018,PODRAVSKA,OPLOTNICA,Bulky Municipal Waste (20 03 07),Municipal Waste,1.7
2018,PODRAVSKA,ORMOŽ,Bulky Municipal Waste (20 03 07),Municipal Waste,153.83999999999997
2018,PODRAVSKA,PESNICA,Bulky Municipal Waste (20 03 07),Municipal Waste,105.02
2018,PODRAVSKA,PODLEHNIK,Bulky Municipal Waste (20 03 07),Municipal Waste,12.526
2018,PODRAVSKA,POLJČANE,Bulky Municipal Waste (20 03 07),Municipal Waste,1.984
2018,PODRAVSKA,PTUJ,Bulky Municipal Waste (20 03 07),Municipal Waste,1437.032
2018,PODRAVSKA,RAČE-FRAM,Bulky Municipal Waste (20 03 07),Municipal Waste,2.267
2018,PODRAVSKA,RUŠE,Bulky Municipal Waste (20 03 07),Municipal Waste,145.752
2018,PODRAVSKA,SELNICA OB DRAVI,Bulky Municipal Waste (20 03 07),Municipal Waste,99.358
2018,PODRAVSKA,SLOVENSKA BISTRICA,Bulky Municipal Waste (20 03 07),Municipal Waste,7.085
2018,PODRAVSKA,SREDIŠČE OB DRAVI,Bulky Municipal Waste (20 03 07),Municipal Waste,30.29
2018,PODRAVSKA,STARŠE,Bulky Municipal Waste (20 03 07),Municipal Waste,83.6
2018,PODRAVSKA,SV. TROJICA V SLOV. GORICAH,Bulky Municipal Waste (20 03 07),Municipal Waste,64.65
2018,PODRAVSKA,SVETA ANA,Bulky Municipal Waste (20 03 07),Municipal Waste,98.46
2018,PODRAVSKA,SVETI ANDRAŽ V SLOV. GORICAH,Bulky Municipal Waste (20 03 07),Municipal Waste,8.342
2018,PODRAVSKA,SVETI JURIJ V SLOV. GORICAH,Bulky Municipal Waste (20 03 07),Municipal Waste,64.34
2018,PODRAVSKA,SVETI TOMAŽ,Bulky Municipal Waste (20 03 07),Municipal Waste,20.18
2018,PODRAVSKA,TRNOVSKA VAS,Bulky Municipal Waste (20 03 07),Municipal Waste,43.257
2018,PODRAVSKA,VIDEM,Bulky Municipal Waste (20 03 07),Municipal Waste,30.187
2018,PODRAVSKA,ZAVRČ,Bulky Municipal Waste (20 03 07),Municipal Waste,18.585
2018,PODRAVSKA,ŠENTILJ,Bulky Municipal Waste (20 03 07),Municipal Waste,268.692
2018,PODRAVSKA,ŽETALE,Bulky Municipal Waste (20 03 07),Municipal Waste,23.967
2018,PODRAVSKA,DORNAVA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,18.888
2018,PODRAVSKA,DUPLEK,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,65.735
2018,PODRAVSKA,GORIŠNICA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,35.277
2018,PODRAVSKA,HAJDINA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,42.334
2018,PODRAVSKA,HOČE-SLIVNICA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,7.565
2018,PODRAVSKA,JURŠINCI,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,15.487
2018,PODRAVSKA,KIDRIČEVO,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,121.18
2018,PODRAVSKA,KUNGOTA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,67
2018,PODRAVSKA,LENART,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,114.602
2018,PODRAVSKA,LOVRENC NA POHORJU,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,73.52
2018,PODRAVSKA,MAJŠPERK,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,32.5
2018,PODRAVSKA,MAKOLE,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,114.133
2018,PODRAVSKA,MARIBOR,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,3805.579
2018,PODRAVSKA,MARKOVCI,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,38.802
2018,PODRAVSKA,MIKLAVŽ NA DRAVSKEM POLJU,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,101.528
2018,PODRAVSKA,OPLOTNICA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,171.199
2018,PODRAVSKA,ORMOŽ,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,46.815
2018,PODRAVSKA,PESNICA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,151.7
2018,PODRAVSKA,POLJČANE,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,199.732
2018,PODRAVSKA,PTUJ,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,249.173
2018,PODRAVSKA,RAČE-FRAM,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,228.266
2018,PODRAVSKA,RUŠE,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,226.013
2018,PODRAVSKA,SELNICA OB DRAVI,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,141.488
2018,PODRAVSKA,SLOVENSKA BISTRICA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,713.33
2018,PODRAVSKA,SREDIŠČE OB DRAVI,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,9.363
2018,PODRAVSKA,STARŠE,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,153.46
2018,PODRAVSKA,SVETI TOMAŽ,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,6.242
2018,PODRAVSKA,TRNOVSKA VAS,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,16.42
2018,PODRAVSKA,VIDEM,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,20.68
2018,PODRAVSKA,ŠENTILJ,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,76.075
2018,PODRAVSKA,ŽETALE,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,12.96
2018,PODRAVSKA,BENEDIKT,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.195
2018,PODRAVSKA,CIRKULANE,Paper and Cardboard Packaging (15 01 01),Packaging Waste,18.926
2018,PODRAVSKA,DESTRNIK,Paper and Cardboard Packaging (15 01 01),Packaging Waste,21.194
2018,PODRAVSKA,DORNAVA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,19.794
