"year","statistical_region","name_of_municipality","waste_code","type_of_waste","waste_category","municipal_waste_collected_by_municipality"
2020,"SAVINJSKA","VELENJE","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",2342.254
2020,"GORIŠKA","VIPAVA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",1.206
2020,"OSREDNJESLOVENSKA","VRHNIKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",4.48
2020,"ZASAVSKA","ZAGORJE OB SAVI","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",100.71
2020,"POSAVSKA","BISTRICA OB SOTLI","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",0.005
2020,"PODRAVSKA","CERKVENJAK","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",0.2
2020,"KOROŠKA","ČRNA NA KOROŠKEM","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",220.86
2020,"PODRAVSKA","HOČE-SLIVNICA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",3.516
2020,"OSREDNJESLOVENSKA","HORJUL","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",0.4
2020,"OSREDNJESLOVENSKA","KOMENDA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",48.8
2020,"PODRAVSKA","MIKLAVŽ NA DRAVSKEM POLJU","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",0.134
2020,"JUGOVZHODNA SLOVENIJA","ČRNOMELJ","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",11.34
2020,"SAVINJSKA","PREBOLD","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",178.44
2020,"KOROŠKA","PREVALJE","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",17.944
2020,"POMURSKA","RAZKRIŽJE","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",0.1
2020,"GORIŠKA","ŠEMPETER-VRTOJBA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",19.168
2020,"OSREDNJESLOVENSKA","TRZIN","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",6.322
2020,"OSREDNJESLOVENSKA","DOBREPOLJE","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",1.849
2020,"GORIŠKA","RENČE-VOGRSKO","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",10.08
2020,"PODRAVSKA","SREDIŠČE OB DRAVI","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",0.39
2020,"PODRAVSKA","SVETI TOMAŽ","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",0.26
2020,"JUGOVZHODNA SLOVENIJA","MIRNA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",24.76
2020,"OSREDNJESLOVENSKA","DOMŽALE","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",178.654
2020,"OSREDNJESLOVENSKA","GROSUPLJE","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",70.08
2020,"ZASAVSKA","HRASTNIK","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",213.23
2020,"GORIŠKA","IDRIJA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",157.348
2020,"OSREDNJESLOVENSKA","IG","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",10.18
2020,"PRIMORSKONOTRANJSKA","ILIRSKA BISTRICA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",2.9
2020,"OSREDNJESLOVENSKA","IVANČNA GORICA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",54.069
2020,"OSREDNJESLOVENSKA","KAMNIK","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",127.886
2020,"GORIŠKA","KANAL","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",8.74
2020,"PODRAVSKA","KIDRIČEVO","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",0.34
2020,"OBALNOKRAŠKA","KOPER","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",1239.69
2020,"SAVINJSKA","KOZJE","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",0.011
2020,"GORENJSKA","KRANJ","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",20.9
2020,"GORENJSKA","KRANJSKA GORA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",7.28
2020,"POSAVSKA","KRŠKO","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",54.609
2020,"PODRAVSKA","LENART","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",3.38
2020,"POMURSKA","LENDAVA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",117.411
2020,"ZASAVSKA","LITIJA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",10.87
2020,"OSREDNJESLOVENSKA","LJUBLJANA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",2619.749
2020,"OSREDNJESLOVENSKA","LOGATEC","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",101.554
2020,"PRIMORSKONOTRANJSKA","LOŠKA DOLINA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",22.56
2020,"OSREDNJESLOVENSKA","LUKOVICA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",89.46
2020,"GORIŠKA","BRDA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",6.56
2020,"PODRAVSKA","MARIBOR","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",397
2020,"OSREDNJESLOVENSKA","MEDVODE","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",142.6
2020,"OSREDNJESLOVENSKA","MENGEŠ","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",38.644
2020,"GORIŠKA","MIREN-KOSTANJEVICA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",0.577
2020,"OSREDNJESLOVENSKA","BREZOVICA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",3
2020,"POMURSKA","MURSKA SOBOTA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",31.2
2020,"KOROŠKA","MUTA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",45.92
2020,"GORIŠKA","NOVA GORICA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",91.129
2020,"JUGOVZHODNA SLOVENIJA","NOVO MESTO","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",2.72
2020,"PODRAVSKA","ORMOŽ","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",1.95
2020,"POSAVSKA","BREŽICE","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",90.618
2020,"PRIMORSKONOTRANJSKA","PIVKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",8.47
2020,"SAVINJSKA","PODČETRTEK","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",0.011
2020,"PRIMORSKONOTRANJSKA","POSTOJNA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",1.78
2020,"PODRAVSKA","PTUJ","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",92.37
2020,"POSAVSKA","RADEČE","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",0.45
2020,"SAVINJSKA","CELJE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",919.175
2020,"POMURSKA","GORNJI PETROVCI","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",0.071
2020,"POMURSKA","MORAVSKE TOPLICE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",5.83
2020,"POMURSKA","MURSKA SOBOTA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",6.751
2020,"POMURSKA","PUCONCI","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",9.808
2020,"GORIŠKA","AJDOVŠČINA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",363.233
2020,"POMURSKA","TIŠINA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",51.599
2020,"POMURSKA","RADENCI","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",55.747
2020,"KOROŠKA","RADLJE OB DRAVI","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",64.529
2020,"GORENJSKA","RADOVLJICA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",476.463
2020,"KOROŠKA","RAVNE NA KOROŠKEM","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",133.472
2020,"JUGOVZHODNA SLOVENIJA","RIBNICA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",87.638
2020,"POMURSKA","ROGAŠOVCI","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",29.297
2020,"SAVINJSKA","ROGAŠKA SLATINA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",91.665
2020,"SAVINJSKA","ROGATEC","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",19.24
2020,"PODRAVSKA","RUŠE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",185.835
2020,"JUGOVZHODNA SLOVENIJA","SEMIČ","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",11.754
2020,"SAVINJSKA","CELJE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",551.082
2020,"POSAVSKA","SEVNICA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",190.841
2020,"OBALNOKRAŠKA","SEŽANA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",293.364
2020,"KOROŠKA","SLOVENJ GRADEC","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",33.28
2020,"PODRAVSKA","SLOVENSKA BISTRICA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",383.054
2020,"SAVINJSKA","SLOVENSKE KONJICE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",700.663
2020,"PODRAVSKA","STARŠE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",75.588
2020,"POMURSKA","SVETI JURIJ OB ŠČAVNICI","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",21.054
2020,"GORENJSKA","ŠENČUR","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",116.888
2020,"PODRAVSKA","ŠENTILJ","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",138.273
2020,"JUGOVZHODNA SLOVENIJA","ŠENTJERNEJ","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",4.878
2020,"GORENJSKA","CERKLJE NA GORENJSKEM","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",127.156
2020,"SAVINJSKA","ŠENTJUR","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",247.745
2020,"JUGOVZHODNA SLOVENIJA","ŠKOCJAN","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",2.058
2020,"GORENJSKA","ŠKOFJA LOKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",1409.015
2020,"OSREDNJESLOVENSKA","ŠKOFLJICA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",150.854
2020,"SAVINJSKA","ŠMARJE PRI JELŠAH","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",84.901
2020,"SAVINJSKA","ŠMARTNO OB PAKI","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",62.317
2020,"SAVINJSKA","ŠOŠTANJ","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",123.028
2020,"SAVINJSKA","ŠTORE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",95.082
2020,"GORIŠKA","TOLMIN","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",123.336
2020,"ZASAVSKA","TRBOVLJE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",302.524
2020,"PRIMORSKONOTRANJSKA","CERKNICA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",231.815
2020,"JUGOVZHODNA SLOVENIJA","TREBNJE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",45.875
2020,"GORENJSKA","TRŽIČ","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",42.639
2020,"POMURSKA","TURNIŠČE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",51.551
2020,"SAVINJSKA","VELENJE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",897.362
2020,"OSREDNJESLOVENSKA","VELIKE LAŠČE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",52.567
2020,"PODRAVSKA","VIDEM","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",92.632
2020,"GORIŠKA","VIPAVA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",116.88
2020,"SAVINJSKA","VITANJE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",11.861
2020,"OSREDNJESLOVENSKA","VODICE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",68.403
2020,"SAVINJSKA","VOJNIK","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",154.978
2020,"GORIŠKA","CERKNO","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",56.191
2020,"OSREDNJESLOVENSKA","VRHNIKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",693.145
2020,"KOROŠKA","VUZENICA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",15.898
2020,"ZASAVSKA","ZAGORJE OB SAVI","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",177.939
2020,"PODRAVSKA","ZAVRČ","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",20.35
2020,"SAVINJSKA","ZREČE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",83.384
2020,"GORENJSKA","ŽELEZNIKI","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",37.771
2020,"GORENJSKA","ŽIRI","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",335.32
2020,"PODRAVSKA","BENEDIKT","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",31.966
2020,"POSAVSKA","BISTRICA OB SOTLI","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",11.38
2020,"POMURSKA","ČRENŠOVCI","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",81.197
2020,"SAVINJSKA","BRASLOVČE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",91.435
2020,"POMURSKA","CANKOVA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",27.388
2020,"PODRAVSKA","CERKVENJAK","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",30.027
2020,"SAVINJSKA","DOBJE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",0.358
2020,"SAVINJSKA","DOBRNA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",57.445
2020,"POMURSKA","DOBROVNIK","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",26.3
2020,"JUGOVZHODNA SLOVENIJA","DOLENJSKE TOPLICE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",2.206
2020,"POMURSKA","GRAD","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",30.665
2020,"PODRAVSKA","HAJDINA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",92.777
2020,"KOROŠKA","ČRNA NA KOROŠKEM","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",34.104
2020,"PODRAVSKA","HOČE-SLIVNICA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",204.016
2020,"POMURSKA","HODOŠ","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",15.319
2020,"OSREDNJESLOVENSKA","HORJUL","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",37.201
2020,"GORENJSKA","JEZERSKO","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",9.562
2020,"OSREDNJESLOVENSKA","KOMENDA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",189.89
2020,"JUGOVZHODNA SLOVENIJA","KOSTEL","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",6.4
2020,"POMURSKA","KRIŽEVCI","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",33.04
2020,"PODRAVSKA","LOVRENC NA POHORJU","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",43.78
2020,"PODRAVSKA","MARKOVCI","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",79.574
2020,"PODRAVSKA","MIKLAVŽ NA DRAVSKEM POLJU","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",160.72
2020,"JUGOVZHODNA SLOVENIJA","ČRNOMELJ","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",29.346
2020,"JUGOVZHODNA SLOVENIJA","MIRNA PEČ","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",1.905
2020,"PODRAVSKA","OPLOTNICA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",78.977
2020,"PODRAVSKA","PODLEHNIK","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",23.136
2020,"SAVINJSKA","POLZELA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",122.517
2020,"SAVINJSKA","PREBOLD","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",88.515
2020,"KOROŠKA","PREVALJE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",78.525
2020,"POMURSKA","RAZKRIŽJE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",14.98
2020,"KOROŠKA","RIBNICA NA POHORJU","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",5.844
2020,"PODRAVSKA","SELNICA OB DRAVI","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",78.31
2020,"JUGOVZHODNA SLOVENIJA","SODRAŽICA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",19.764
2020,"PODRAVSKA","DESTRNIK","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",39.74
2020,"SAVINJSKA","SOLČAVA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",9.102
2020,"PODRAVSKA","SVETA ANA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",28.938
2020,"PODRAVSKA","SVETI ANDRAŽ V SLOV. GORICAH","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",18.964
2020,"GORIŠKA","ŠEMPETER-VRTOJBA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",202.746
2020,"SAVINJSKA","TABOR","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",35.967
2020,"PODRAVSKA","TRNOVSKA VAS","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",24.407
2020,"OSREDNJESLOVENSKA","TRZIN","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",177.15
2020,"POMURSKA","VELIKA POLANA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",12.76
2020,"POMURSKA","VERŽEJ","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",15.45
2020,"SAVINJSKA","VRANSKO","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",54.674
2020,"OBALNOKRAŠKA","DIVAČA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",92.276
2020,"SAVINJSKA","ŽALEC","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",301.483
2020,"PODRAVSKA","ŽETALE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",17.628
2020,"GORENJSKA","ŽIROVNICA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",106.899
2020,"JUGOVZHODNA SLOVENIJA","ŽUŽEMBERK","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",2.975
2020,"OSREDNJESLOVENSKA","ŠMARTNO PRI LITIJI","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",60.336
2020,"POMURSKA","APAČE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",3.46
2020,"PODRAVSKA","CIRKULANE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",33.312
2020,"PODRAVSKA","MAKOLE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",21.539
2020,"JUGOVZHODNA SLOVENIJA","MOKRONOG-TREBELNO","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",13.546
2020,"POMURSKA","BELTINCI","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",144.379
2020,"OSREDNJESLOVENSKA","DOBREPOLJE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",71.286
2020,"PODRAVSKA","POLJČANE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",71.797
2020,"GORIŠKA","RENČE-VOGRSKO","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",101.995
2020,"PODRAVSKA","SREDIŠČE OB DRAVI","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",15.779
2020,"JUGOVZHODNA SLOVENIJA","STRAŽA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",2.345
2020,"PODRAVSKA","SV. TROJICA V SLOV. GORICAH","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",30.368
2020,"PODRAVSKA","SVETI TOMAŽ","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",10.519
2020,"JUGOVZHODNA SLOVENIJA","ŠMARJEŠKE TOPLICE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",2.17
2020,"GORENJSKA","GORJE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",54.207
2020,"OSREDNJESLOVENSKA","LOG-DRAGOMER","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",102.763
2020,"SAVINJSKA","REČICA OB SAVINJI","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",20.88
2020,"OSREDNJESLOVENSKA","DOBROVA-POLHOV GRADEC","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",78.538
2020,"PODRAVSKA","SVETI JURIJ V SLOV. GORICAH","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",26.726
2020,"JUGOVZHODNA SLOVENIJA","ŠENTRUPERT","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",11.225
2020,"JUGOVZHODNA SLOVENIJA","MIRNA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",21.314
2020,"OBALNOKRAŠKA","ANKARAN","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",104.52
2020,"OSREDNJESLOVENSKA","DOL PRI LJUBLJANI","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",72.24
2020,"OSREDNJESLOVENSKA","DOMŽALE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",1619.632
2020,"PODRAVSKA","DORNAVA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",62.622
2020,"KOROŠKA","DRAVOGRAD","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",133.325
2020,"PODRAVSKA","DUPLEK","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",150.177
2020,"GORENJSKA","GORENJA VAS-POLJANE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",108.469
2020,"PODRAVSKA","GORIŠNICA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",82.385
2020,"POMURSKA","GORNJA RADGONA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",198.03
2020,"GORENJSKA","BLED","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",283.276
2020,"SAVINJSKA","GORNJI GRAD","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",52.317
2020,"POMURSKA","GORNJI PETROVCI","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",21.971
2020,"OSREDNJESLOVENSKA","GROSUPLJE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",550.067
2020,"POMURSKA","ŠALOVCI","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",14.147
2020,"ZASAVSKA","HRASTNIK","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",21.48
2020,"OBALNOKRAŠKA","HRPELJE-KOZINA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",102.027
2020,"GORIŠKA","IDRIJA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",187.104
2020,"OSREDNJESLOVENSKA","IG","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",172.064
2020,"PRIMORSKONOTRANJSKA","ILIRSKA BISTRICA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",120.455
2020,"OSREDNJESLOVENSKA","IVANČNA GORICA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",374.192
2020,"GORENJSKA","BOHINJ","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",84.8
2020,"OBALNOKRAŠKA","IZOLA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",173.841
2020,"GORENJSKA","JESENICE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",396.558
2020,"PODRAVSKA","JURŠINCI","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",51.676
2020,"OSREDNJESLOVENSKA","KAMNIK","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",432.688
