"year","statistical_region","name_of_municipality","waste_code","type_of_waste","waste_category","municipal_waste_collected_by_municipality"
2020,"GORIŠKA","KANAL","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",131.266
2020,"PODRAVSKA","KIDRIČEVO","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",154.873
2020,"GORIŠKA","KOBARID","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",55.622
2020,"POMURSKA","KOBILJE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",5.563
2020,"JUGOVZHODNA SLOVENIJA","KOČEVJE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",332.196
2020,"OBALNOKRAŠKA","KOMEN","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",82.637
2020,"OSREDNJESLOVENSKA","BOROVNICA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",158.496
2020,"OBALNOKRAŠKA","KOPER","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",1062.883
2020,"SAVINJSKA","KOZJE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",22.366
2020,"GORENJSKA","KRANJ","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",691.961
2020,"GORENJSKA","KRANJSKA GORA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",4.28
2020,"POSAVSKA","KRŠKO","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",1023.918
2020,"PODRAVSKA","KUNGOTA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",89.138
2020,"POMURSKA","KUZMA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",16.398
2020,"SAVINJSKA","LAŠKO","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",7.141
2020,"PODRAVSKA","LENART","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",241.976
2020,"POMURSKA","LENDAVA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",333.041
2020,"GORIŠKA","BOVEC","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",62.878
2020,"ZASAVSKA","LITIJA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",180.844
2020,"OSREDNJESLOVENSKA","LJUBLJANA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",45545.819
2020,"SAVINJSKA","LJUBNO","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",20.706
2020,"POMURSKA","LJUTOMER","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",134.26
2020,"OSREDNJESLOVENSKA","LOGATEC","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",310.76
2020,"PRIMORSKONOTRANJSKA","LOŠKA DOLINA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",55.249
2020,"JUGOVZHODNA SLOVENIJA","LOŠKI POTOK","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",19.58
2020,"SAVINJSKA","LUČE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",14.626
2020,"OSREDNJESLOVENSKA","LUKOVICA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",102.009
2020,"PODRAVSKA","MAJŠPERK","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",81.08
2020,"GORIŠKA","BRDA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",154.327
2020,"PODRAVSKA","MARIBOR","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",4033.521
2020,"OSREDNJESLOVENSKA","MEDVODE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",598.387
2020,"OSREDNJESLOVENSKA","MENGEŠ","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",147.041
2020,"JUGOVZHODNA SLOVENIJA","METLIKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",8.891
2020,"KOROŠKA","MEŽICA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",38.008
2020,"GORIŠKA","MIREN-KOSTANJEVICA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",191.854
2020,"KOROŠKA","MISLINJA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",8.32
2020,"OSREDNJESLOVENSKA","MORAVČE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",99.807
2020,"POMURSKA","MORAVSKE TOPLICE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",91.848
2020,"SAVINJSKA","MOZIRJE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",37.12
2020,"OSREDNJESLOVENSKA","BREZOVICA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",238.179
2020,"POMURSKA","MURSKA SOBOTA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",783.87
2020,"KOROŠKA","MUTA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",15.665
2020,"GORENJSKA","NAKLO","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",70.735
2020,"SAVINJSKA","NAZARJE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",67.416
2020,"GORIŠKA","NOVA GORICA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",1120.501
2020,"JUGOVZHODNA SLOVENIJA","NOVO MESTO","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",339.752
2020,"POMURSKA","ODRANCI","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",39.015
2020,"PODRAVSKA","ORMOŽ","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",78.892
2020,"PODRAVSKA","PESNICA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",92.362
2020,"POSAVSKA","BREŽICE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",358.464
2020,"OBALNOKRAŠKA","PIRAN","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",58.942
2020,"PRIMORSKONOTRANJSKA","PIVKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",70.06
2020,"SAVINJSKA","PODČETRTEK","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",22.447
2020,"KOROŠKA","PODVELKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",26.364
2020,"PRIMORSKONOTRANJSKA","POSTOJNA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",197.645
2020,"GORENJSKA","PREDDVOR","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",56.022
2020,"PODRAVSKA","PTUJ","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",863.597
2020,"POMURSKA","PUCONCI","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",52.803
2020,"PODRAVSKA","RAČE-FRAM","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",165.133
2020,"POSAVSKA","RADEČE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",89.791
2020,"SAVINJSKA","CELJE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",380.403
2020,"POMURSKA","MORAVSKE TOPLICE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",0.12
2020,"POMURSKA","PUCONCI","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",9.18
2020,"GORIŠKA","AJDOVŠČINA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",235.786
2020,"POMURSKA","TIŠINA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",60.182
2020,"POMURSKA","RADENCI","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",63.137
2020,"KOROŠKA","RADLJE OB DRAVI","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",4.8
2020,"GORENJSKA","RADOVLJICA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",513.11
2020,"JUGOVZHODNA SLOVENIJA","RIBNICA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",226.913
2020,"POMURSKA","ROGAŠOVCI","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",14.424
2020,"SAVINJSKA","ROGAŠKA SLATINA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",24.087
2020,"SAVINJSKA","ROGATEC","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",5.056
2020,"PODRAVSKA","RUŠE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",281.165
2020,"JUGOVZHODNA SLOVENIJA","SEMIČ","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",47.388
2020,"SAVINJSKA","CELJE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",205.789
2020,"POSAVSKA","SEVNICA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",262.64
2020,"OBALNOKRAŠKA","SEŽANA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",289.278
2020,"PODRAVSKA","SLOVENSKA BISTRICA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",621.721
2020,"SAVINJSKA","SLOVENSKE KONJICE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",359.5
2020,"PODRAVSKA","STARŠE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",635.02
2020,"POMURSKA","SVETI JURIJ OB ŠČAVNICI","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",23.815
2020,"GORENJSKA","ŠENČUR","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",175.4
2020,"PODRAVSKA","ŠENTILJ","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",18.898
2020,"JUGOVZHODNA SLOVENIJA","ŠENTJERNEJ","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",123.065
2020,"GORENJSKA","CERKLJE NA GORENJSKEM","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",187.48
2020,"SAVINJSKA","ŠENTJUR","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",148.83
2020,"JUGOVZHODNA SLOVENIJA","ŠKOCJAN","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",57.15
2020,"OSREDNJESLOVENSKA","ŠKOFLJICA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",133.14
2020,"SAVINJSKA","ŠMARJE PRI JELŠAH","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",22.31
2020,"SAVINJSKA","ŠMARTNO OB PAKI","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",54.402
2020,"SAVINJSKA","ŠOŠTANJ","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",188.527
2020,"SAVINJSKA","ŠTORE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",34.727
2020,"GORIŠKA","TOLMIN","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",248.809
2020,"ZASAVSKA","TRBOVLJE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",570.08
2020,"PRIMORSKONOTRANJSKA","CERKNICA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",427.862
2020,"JUGOVZHODNA SLOVENIJA","TREBNJE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",238.256
2020,"GORENJSKA","TRŽIČ","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",78.1
2020,"POMURSKA","TURNIŠČE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",25.703
2020,"SAVINJSKA","VELENJE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",818.925
2020,"OSREDNJESLOVENSKA","VELIKE LAŠČE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",56.84
2020,"PODRAVSKA","VIDEM","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",13.906
2020,"GORIŠKA","VIPAVA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",49.224
2020,"OSREDNJESLOVENSKA","VODICE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",84.46
2020,"SAVINJSKA","VOJNIK","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",116.037
2020,"GORIŠKA","CERKNO","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",67.56
2020,"OSREDNJESLOVENSKA","VRHNIKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",455.524
2020,"KOROŠKA","VUZENICA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",6.3
2020,"ZASAVSKA","ZAGORJE OB SAVI","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",349.04
2020,"SAVINJSKA","ZREČE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",13.072
2020,"GORENJSKA","ŽIRI","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",141.81
2020,"PODRAVSKA","BENEDIKT","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",0.626
2020,"POSAVSKA","BISTRICA OB SOTLI","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",2.633
2020,"POMURSKA","ČRENŠOVCI","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",46.396
2020,"PRIMORSKONOTRANJSKA","BLOKE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",7.72
2020,"SAVINJSKA","BRASLOVČE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",56.792
2020,"POMURSKA","CANKOVA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",22.914
2020,"PODRAVSKA","CERKVENJAK","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",1.248
2020,"SAVINJSKA","DOBJE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",7.251
2020,"SAVINJSKA","DOBRNA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",28.958
2020,"POMURSKA","DOBROVNIK","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",18.38
2020,"JUGOVZHODNA SLOVENIJA","DOLENJSKE TOPLICE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",60.565
2020,"POMURSKA","GRAD","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",16.38
2020,"PODRAVSKA","HAJDINA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",83.413
2020,"PODRAVSKA","HOČE-SLIVNICA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",32.027
2020,"POMURSKA","HODOŠ","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",1.61
2020,"OSREDNJESLOVENSKA","HORJUL","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",1.64
2020,"GORENJSKA","JEZERSKO","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",40.6
2020,"OSREDNJESLOVENSKA","KOMENDA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",25.81
2020,"JUGOVZHODNA SLOVENIJA","KOSTEL","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",16.3
2020,"POMURSKA","KRIŽEVCI","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",16.32
2020,"PODRAVSKA","LOVRENC NA POHORJU","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",86.74
2020,"PODRAVSKA","MARKOVCI","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",54.516
2020,"PODRAVSKA","MIKLAVŽ NA DRAVSKEM POLJU","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",158.38
2020,"JUGOVZHODNA SLOVENIJA","ČRNOMELJ","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",148.672
2020,"JUGOVZHODNA SLOVENIJA","MIRNA PEČ","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",51.344
2020,"PODRAVSKA","OPLOTNICA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",129.037
2020,"SAVINJSKA","POLZELA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",44.147
2020,"SAVINJSKA","PREBOLD","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",79.144
2020,"POMURSKA","RAZKRIŽJE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",1.85
2020,"PODRAVSKA","SELNICA OB DRAVI","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",187.245
2020,"JUGOVZHODNA SLOVENIJA","SODRAŽICA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",53.519
2020,"SAVINJSKA","SOLČAVA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",2.629
2020,"PODRAVSKA","SVETA ANA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",0.267
2020,"GORIŠKA","ŠEMPETER-VRTOJBA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",155.851
2020,"SAVINJSKA","TABOR","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",19.394
2020,"PODRAVSKA","TRNOVSKA VAS","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",10.884
2020,"OSREDNJESLOVENSKA","TRZIN","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",103.829
2020,"POMURSKA","VELIKA POLANA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",5.02
2020,"POMURSKA","VERŽEJ","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",2.95
2020,"SAVINJSKA","VRANSKO","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",30.737
2020,"OBALNOKRAŠKA","DIVAČA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",90.99
2020,"SAVINJSKA","ŽALEC","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",423.795
2020,"PODRAVSKA","ŽETALE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",7.504
2020,"GORENJSKA","ŽIROVNICA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",309.81
2020,"JUGOVZHODNA SLOVENIJA","ŽUŽEMBERK","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",79.918
2020,"OSREDNJESLOVENSKA","ŠMARTNO PRI LITIJI","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",84.37
2020,"POMURSKA","APAČE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",2.2
2020,"POSAVSKA","KOSTANJEVICA NA KRKI","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",29.12
2020,"PODRAVSKA","MAKOLE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",35.192
2020,"JUGOVZHODNA SLOVENIJA","MOKRONOG-TREBELNO","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",70.352
2020,"POMURSKA","BELTINCI","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",125.958
2020,"OSREDNJESLOVENSKA","DOBREPOLJE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",17.25
2020,"PODRAVSKA","POLJČANE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",117.306
2020,"GORIŠKA","RENČE-VOGRSKO","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",129.665
2020,"JUGOVZHODNA SLOVENIJA","STRAŽA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",67.282
2020,"PODRAVSKA","SV. TROJICA V SLOV. GORICAH","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",0.794
2020,"JUGOVZHODNA SLOVENIJA","ŠMARJEŠKE TOPLICE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",58.402
2020,"GORENJSKA","GORJE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",84.816
2020,"OSREDNJESLOVENSKA","LOG-DRAGOMER","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",93.784
2020,"PODRAVSKA","SVETI JURIJ V SLOV. GORICAH","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",0.338
2020,"JUGOVZHODNA SLOVENIJA","ŠENTRUPERT","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",58.301
2020,"JUGOVZHODNA SLOVENIJA","MIRNA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",57.411
2020,"OBALNOKRAŠKA","ANKARAN","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",89.57
2020,"OSREDNJESLOVENSKA","DOMŽALE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",519.149
2020,"PODRAVSKA","DORNAVA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",35.926
2020,"PODRAVSKA","DUPLEK","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",28.134
2020,"GORENJSKA","GORENJA VAS-POLJANE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",108.18
2020,"PODRAVSKA","GORIŠNICA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",95.629
2020,"POMURSKA","GORNJA RADGONA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",87.18
2020,"GORENJSKA","BLED","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",367.054
2020,"SAVINJSKA","GORNJI GRAD","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",26.52
2020,"POMURSKA","GORNJI PETROVCI","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",4.192
2020,"OSREDNJESLOVENSKA","GROSUPLJE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",481.911
2020,"POMURSKA","ŠALOVCI","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",7.794
2020,"OBALNOKRAŠKA","HRPELJE-KOZINA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",100.606
2020,"GORIŠKA","IDRIJA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",338.94
2020,"OSREDNJESLOVENSKA","IG","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",106.36
2020,"PRIMORSKONOTRANJSKA","ILIRSKA BISTRICA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",159.75
2020,"OSREDNJESLOVENSKA","IVANČNA GORICA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",204.529
2020,"GORENJSKA","BOHINJ","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",176.33
2020,"OBALNOKRAŠKA","IZOLA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",637.12
2020,"GORENJSKA","JESENICE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",464.72
2020,"PODRAVSKA","JURŠINCI","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",25.716
2020,"OSREDNJESLOVENSKA","KAMNIK","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",78.17
2020,"GORIŠKA","KANAL","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",258.496
2020,"PODRAVSKA","KIDRIČEVO","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",52.398
2020,"GORIŠKA","KOBARID","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",112.208
2020,"POMURSKA","KOBILJE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",9.5
2020,"JUGOVZHODNA SLOVENIJA","KOČEVJE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",338.26
2020,"OBALNOKRAŠKA","KOMEN","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",81.486
2020,"OSREDNJESLOVENSKA","BOROVNICA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",120.58
2020,"OBALNOKRAŠKA","KOPER","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",2149.51
2020,"SAVINJSKA","KOZJE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",5.846
2020,"GORENJSKA","KRANJ","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",1059.24
2020,"GORENJSKA","KRANJSKA GORA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",154.76
2020,"POSAVSKA","KRŠKO","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",975.42
2020,"PODRAVSKA","KUNGOTA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",98.18
