"year","statistical_region","treatment_inlet_delivered_waste_code","input_waste_name","waste_category","treatment_operation","treatment_outlet_delivered_waste_code","output_waste_name","waste_category_1","further_treatment_envisaged","waste_sent_to_self_storage_end_year","waste_sent_to_collector_SI","waste_sent_to_treatment_operator","waste_sent_to_EU_member_states","waste_sent_to_non_EU_countries","waste_sent_to_no_further_management"
2024,"GORENJSKA","17 02 01","Construction Wood Waste (17 02 01)","Construction/Demolition Waste","BO","17 02 01","Construction Wood Waste (17 02 01)","Construction/Demolition Waste",NA,142.1,0,0,0,0,0
2024,"GORENJSKA","17 02 01","Construction Wood Waste (17 02 01)","Construction/Demolition Waste","R_01","10 01 01","Ash, slag and boiler dust (excluding boiler dust listed under 10 01 04) (10 01 01)","Thermal Process Waste","R_05",0,0,732.77,0,0,0
2024,"GORENJSKA","17 02 01","Construction Wood Waste (17 02 01)","Construction/Demolition Waste","R_12, R_13","17 02 01","Construction Wood Waste (17 02 01)","Construction/Demolition Waste","R_03",0,0,45.04,0,0,0
2024,"GORENJSKA","17 02 01","Construction Wood Waste (17 02 01)","Construction/Demolition Waste","R_12, R_13","17 02 01","Construction Wood Waste (17 02 01)","Construction/Demolition Waste",NA,179.5,0,0,0,0,0
2024,"GORENJSKA","17 02 01","Construction Wood Waste (17 02 01)","Construction/Demolition Waste","R_12, R_13","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)","Waste Treatment Residues","R_03",0,0,0,682.21,0,0
2024,"GORENJSKA","17 02 01","Construction Wood Waste (17 02 01)","Construction/Demolition Waste","R_12, R_13","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)","Waste Treatment Residues","R_12, R_13",0,0,42.286,0,0,0
2024,"GORENJSKA","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","Waste Treatment Residues","R_12, R_13","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","Waste Treatment Residues","R_03",0,0,364.418,410.655,0,0
2024,"GORENJSKA","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","Waste Treatment Residues","R_12, R_13","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","Waste Treatment Residues","R_12, R_13",0,0,188.05,0,0,0
2024,"GORENJSKA","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)","Waste Treatment Residues","R_12, R_13","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)","Waste Treatment Residues","R_03",0,0,9.9,5.05,0,0
2024,"GORENJSKA","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)","Waste Treatment Residues","R_12, R_13","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)","Waste Treatment Residues","R_12, R_13",0,0,24.047,0,0,0
2024,"GORENJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","R_12, R_13","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","Waste Treatment Residues","R_03",0,0,0,516.255,0,0
2024,"GORENJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","R_12, R_13","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","Waste Treatment Residues",NA,1.278,0,0,0,0,0
2024,"GORENJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","R_12, R_13","19 12 12","Other Mechanically Treated Waste (19 12 12)","Waste Treatment Residues","R_01",0,0,0,973.196,0,0
2024,"GORENJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","R_12, R_13","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","R_03",0,0,411.33,0,0,0
2024,"GORENJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","R_12, R_13","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",NA,83.44,0,0,0,0,0
2024,"GORENJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","R_12, R_13","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)","Waste Treatment Residues","R_03",0,0,0,7397.08,0,0
2024,"GORENJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","R_12, R_13","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","R_12, R_13",0,0,445.62,0,0,0
2024,"GORENJSKA","20 02 03","Non-biodegradable Garden and Park Waste (20 02 03)","Municipal Waste","R_12, R_13","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)","Waste Treatment Residues","R_12, R_13",0,0,11.4,0,0,0
2024,"GORENJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","D_01","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",NA,0,0,0,0,0,2424.5
2024,"GORENJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","R_12, R_13","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",NA,0,1.66,0,0,0,0
2024,"GORENJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","R_12, R_13","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",NA,0,32.7,0,0,0,0
2024,"GORENJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","R_12, R_13","20 01 40","Metals from Municipal Waste (20 01 40)","Municipal Waste",NA,0,1.12,0,0,0,0
2024,"GORENJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","R_12, R_13","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","R_12, R_13",0,0,117.355,0,0,0
2024,"GORENJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","R_12, R_13","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",NA,921.27,0,0,0,0,0
2024,"GORIŠKA","03 01 05","Sawdust/Shavings/Cuttings (03 01 05)","Wood/Paper Production Waste","R_03","03 01 05","Sawdust/Shavings/Cuttings (03 01 05)","Wood/Paper Production Waste","R_03",0,0,0,0,0,0
2024,"GORIŠKA","09 01 07","Silver-Containing Photographic Films and Paper (09 01 07)","Photographic Industry Waste","R_12, R_13","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","Waste Treatment Residues",NA,0.675,0,0,0,0,0
2024,"GORIŠKA","12 01 02","Iron Dust and Particles (12 01 02)","Metal/Plastic Processing Waste","R_12","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","Waste Treatment Residues","R_12, R_13",0,0,0.69,0,0,0
2024,"GORIŠKA","12 01 03","Non-Ferrous Metal Turnings (12 01 03)","Metal/Plastic Processing Waste","R_12","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",NA,0,1.25,0,0,0,0
2024,"GORIŠKA","12 01 03","Non-Ferrous Metal Turnings (12 01 03)","Metal/Plastic Processing Waste","R_12","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","Waste Treatment Residues","R_12, R_13",0,0,0.75,0,0,0
2024,"GORIŠKA","12 01 04","Non-Ferrous Metal Dust and Particles (12 01 04)","Metal/Plastic Processing Waste","R_12","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","R_13",0,0,6.52,0,0,0
2024,"GORIŠKA","12 01 04","Non-Ferrous Metal Dust and Particles (12 01 04)","Metal/Plastic Processing Waste","R_12","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","Waste Treatment Residues","R_12, R_13",0,0,8.02,0,0,0
2024,"GORIŠKA","12 01 04","Non-Ferrous Metal Dust and Particles (12 01 04)","Metal/Plastic Processing Waste","R_12, R_13","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","Waste Treatment Residues",NA,0.53,0,0,0,0,0
2024,"GORIŠKA","12 01 05",NA,"Metal/Plastic Processing Waste","R_12","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",NA,0,0.82,0,0,0,0
2024,"GORIŠKA","12 01 05",NA,"Metal/Plastic Processing Waste","R_12","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","Waste Treatment Residues","R_12, R_13",0,0,1.45,0,0,0
2024,"GORIŠKA","12 01 99",NA,"Metal/Plastic Processing Waste","R_12","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","Waste Treatment Residues","R_12, R_13",0,0,0.27,0,0,0
2024,"GORIŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","R_12","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","R_03",0,0,45.37,0,0,0
2024,"GORIŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","R_12","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","R_12",0,0,126.88,0,0,0
2024,"GORIŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","R_12","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","R_12, R_13",0,0,78.678,0,0,0
2024,"GORIŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","R_12, R_13","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","R_03",0,0,0,3397.01,0,0
2024,"GORIŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","R_12, R_13","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","R_12, R_13",0,0,401.632,0,0,0
2024,"GORIŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","R_12, R_13","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",NA,17.329,0,0,0,0,0
2024,"GORIŠKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","R_12, R_13","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","R_03",0,0,535.73,0,0,0
2024,"GORIŠKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","R_12, R_13","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","R_12, R_13",0,0,48.617,0,0,0
2024,"GORIŠKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","R_12, R_13","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",NA,1.225,0,0,0,0,0
2024,"GORIŠKA","16 01 18","Non-ferrous Metals (16 01 18)","Miscellaneous Waste","R_12","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","R_13",0,0,0.85,0,0,0
2024,"GORIŠKA","16 02 16","Components Removed from Discarded Equipment (16 02 16)","Miscellaneous Waste","R_12","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","R_13",0,0,4.1,0,0,0
2024,"GORIŠKA","16 02 16","Components Removed from Discarded Equipment (16 02 16)","Miscellaneous Waste","R_12","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","Waste Treatment Residues","R_12, R_13",0,0,8.046,0,0,0
2024,"GORIŠKA","16 02 16","Components Removed from Discarded Equipment (16 02 16)","Miscellaneous Waste","R_12, R_13","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","Waste Treatment Residues",NA,1.02,0,0,0,0,0
2024,"GORIŠKA","16 03 04","Non-Hazardous Inorganic Wastes (16 03 04)","Miscellaneous Waste","R_12","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",NA,0,7.2,0,0,0,0
2024,"GORIŠKA","16 03 04","Non-Hazardous Inorganic Wastes (16 03 04)","Miscellaneous Waste","R_12","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","Waste Treatment Residues","R_12, R_13",0,0,25.8,0,0,0
2024,"GORIŠKA","16 03 04","Non-Hazardous Inorganic Wastes (16 03 04)","Miscellaneous Waste","R_12, R_13","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","Waste Treatment Residues",NA,1.242,0,0,0,0,0
